LoanID,PropertyType,PropertyValue,LTV,LTV_Band,PropertyState,AppraisalDate,AppraiserID,ZestimateValue
LN-02231,Townhouse,148000.0,0.66,Low (<70%),CA,2018-11-26,AP-56,152000.0
LN-02232,Single Family,814000.0,0.86,High (>85%),IL,2021-12-04,AP-81,844000.0
LN-02233,Townhouse,232000.0,0.73,Medium (70-85%),FL,2022-06-19,AP-40,239000.0
LN-02234,Multi-Family,328000.0,0.88,High (>85%),TX,2018-12-22,AP-62,322000.0
LN-02235,Townhouse,531000.0,0.58,Low (<70%),MI,2019-05-18,AP-20,544000.0
LN-02236,Single Family,838000.0,0.95,High (>85%),AZ,2020-12-13,AP-59,865000.0
LN-02237,Multi-Family,708000.0,0.97,High (>85%),NV,2018-08-04,AP-60,721000.0
LN-02238,Multi-Family,902000.0,0.61,Low (<70%),NY,2018-05-13,AP-51,915000.0
LN-02239,Townhouse,578000.0,0.92,High (>85%),TX,2018-08-26,AP-64,603000.0
LN-02240,Single Family,845000.0,0.91,High (>85%),FL,2022-04-10,AP-75,863000.0
LN-02241,Multi-Family,704000.0,0.74,Medium (70-85%),NY,2020-07-30,AP-71,722000.0
LN-02242,Single Family,415000.0,0.81,Medium (70-85%),MI,2024-02-29,AP-25,431000.0
LN-02243,Single Family,981000.0,0.9,High (>85%),FL,2018-06-09,AP-55,997000.0
LN-02244,Condo,141000.0,0.91,High (>85%),PA,2023-03-14,AP-47,147000.0
LN-02245,Single Family,132000.0,0.88,High (>85%),NV,2023-02-10,AP-70,129000.0
LN-02246,Condo,1187000.0,0.6,Low (<70%),MI,2020-02-07,AP-84,1187000.0
LN-02247,Single Family,677000.0,0.82,Medium (70-85%),NC,2018-05-25,AP-76,680000.0
LN-02248,Single Family,698000.0,0.88,High (>85%),MD,2019-06-06,AP-87,683000.0
LN-02249,Single Family,463000.0,0.84,Medium (70-85%),IL,2020-12-05,AP-90,473000.0
LN-02250,Single Family,430000.0,0.81,Medium (70-85%),MI,2019-08-20,AP-54,417000.0
LN-02251,Single Family,548000.0,0.88,High (>85%),MA,2023-12-02,AP-50,574000.0
LN-02252,Condo,917000.0,0.95,High (>85%),NV,2023-08-04,AP-59,950000.0
LN-02253,Condo,988000.0,0.73,Medium (70-85%),TX,2022-05-25,AP-58,985000.0
LN-02254,Multi-Family,531000.0,0.67,Low (<70%),NV,2019-01-23,AP-32,515000.0
LN-02255,Condo,1134000.0,0.74,Medium (70-85%),NC,2022-08-22,AP-51,1131000.0
LN-02256,Condo,351000.0,0.65,Low (<70%),OH,2022-11-11,AP-26,362000.0
LN-02257,Townhouse,284000.0,0.67,Low (<70%),MA,2018-08-14,AP-80,298000.0
LN-02258,Townhouse,1554000.0,0.57,Low (<70%),CA,2023-05-31,AP-80,1549000.0
LN-02259,Condo,1627000.0,0.55,Low (<70%),MA,2023-11-08,AP-78,1659000.0
LN-02260,Single Family,688000.0,0.69,Low (<70%),MD,2024-01-27,AP-80,716000.0
LN-02261,Multi-Family,906000.0,0.94,High (>85%),FL,2017-12-06,AP-11,934000.0
LN-02262,Single Family,585000.0,0.71,Medium (70-85%),AZ,2019-08-22,AP-36,571000.0
LN-02263,Single Family,981000.0,0.85,Medium (70-85%),IL,2023-10-17,AP-24,959000.0
LN-02264,Condo,930000.0,0.7,Low (<70%),CA,2023-10-07,AP-77,913000.0
LN-02265,Townhouse,391000.0,0.76,Medium (70-85%),NC,2021-04-24,AP-11,385000.0
LN-02266,Townhouse,483000.0,0.78,Medium (70-85%),OH,2020-12-03,AP-24,492000.0
LN-02267,Single Family,383000.0,0.82,Medium (70-85%),NJ,2019-06-25,AP-26,387000.0
LN-02268,Townhouse,294000.0,0.7,Low (<70%),CA,2022-10-28,AP-53,293000.0
LN-02269,Condo,1151000.0,0.77,Medium (70-85%),OH,2022-04-06,AP-63,1202000.0
LN-02270,Single Family,883000.0,0.72,Medium (70-85%),NY,2019-10-23,AP-88,903000.0
LN-02271,Multi-Family,971000.0,0.84,Medium (70-85%),MD,2018-01-13,AP-57,1008000.0
LN-02272,Multi-Family,441000.0,0.9,High (>85%),CA,2018-04-28,AP-22,460000.0
LN-02273,Single Family,802000.0,0.91,High (>85%),NC,2024-01-05,AP-52,802000.0
LN-02274,Multi-Family,418000.0,0.84,Medium (70-85%),NV,2021-04-30,AP-43,428000.0
LN-02275,Townhouse,614000.0,0.66,Low (<70%),MA,2021-01-05,AP-43,640000.0
LN-02276,Townhouse,295000.0,0.75,Medium (70-85%),NJ,2021-10-18,AP-65,290000.0
LN-02277,Condo,641000.0,0.81,Medium (70-85%),OH,2018-08-11,AP-30,655000.0
LN-02278,Single Family,767000.0,0.79,Medium (70-85%),NY,2021-06-07,AP-59,793000.0
LN-02279,Townhouse,518000.0,0.95,High (>85%),NJ,2023-11-23,AP-53,528000.0
LN-02280,Single Family,318000.0,0.65,Low (<70%),NY,2018-08-02,AP-78,330000.0
LN-02281,Condo,1237000.0,0.62,Low (<70%),NC,2022-11-29,AP-33,1221000.0
LN-02282,Single Family,228000.0,0.67,Low (<70%),NV,2023-12-03,AP-24,231000.0
LN-02283,Single Family,258000.0,0.73,Medium (70-85%),GA,2024-01-21,AP-65,269000.0
LN-02284,Single Family,700000.0,0.78,Medium (70-85%),GA,2019-01-25,AP-86,695000.0
LN-02285,Single Family,232000.0,0.9,High (>85%),TX,2020-03-15,AP-17,229000.0
LN-02286,Multi-Family,295000.0,0.86,High (>85%),PA,2018-04-13,AP-28,309000.0
LN-02287,Multi-Family,132000.0,0.62,Low (<70%),NY,2023-09-28,AP-61,131000.0
LN-02288,Single Family,109000.0,0.95,High (>85%),NV,2024-01-23,AP-90,114000.0
LN-02289,Townhouse,745000.0,0.71,Medium (70-85%),NY,2019-12-17,AP-96,727000.0
LN-02290,Single Family,333000.0,0.82,Medium (70-85%),TX,2021-06-21,AP-98,329000.0
LN-02291,Single Family,843000.0,0.86,High (>85%),MI,2024-01-05,AP-56,825000.0
LN-02292,Condo,963000.0,0.92,High (>85%),TX,2018-11-28,AP-71,1003000.0
LN-02293,Condo,994000.0,0.7,Low (<70%),MA,2017-12-03,AP-65,1042000.0
LN-02294,Townhouse,1194000.0,0.64,Low (<70%),NJ,2018-04-30,AP-46,1200000.0
LN-02295,Multi-Family,149000.0,0.61,Low (<70%),GA,2022-01-17,AP-35,146000.0
LN-02296,Condo,1159000.0,0.7,Low (<70%),MD,2021-01-17,AP-44,1128000.0
LN-02297,Condo,642000.0,0.91,High (>85%),AZ,2020-11-25,AP-84,670000.0
LN-02298,Condo,693000.0,0.55,Low (<70%),PA,2019-12-27,AP-53,706000.0
LN-02299,Multi-Family,710000.0,0.73,Medium (70-85%),NY,2022-05-24,AP-82,742000.0
LN-02300,Single Family,581000.0,0.9,High (>85%),NY,2023-09-20,AP-22,583000.0
LN-02301,Townhouse,797000.0,0.78,Medium (70-85%),GA,2018-09-21,AP-26,816000.0
LN-02302,Single Family,620000.0,0.61,Low (<70%),NY,2024-03-01,AP-90,637000.0
LN-02303,Condo,108000.0,0.91,High (>85%),MA,2022-08-10,AP-38,106000.0
LN-02304,Condo,1312000.0,0.58,Low (<70%),AZ,2018-01-31,AP-69,1303000.0
LN-02305,Multi-Family,1449000.0,0.61,Low (<70%),PA,2019-05-04,AP-99,1493000.0
LN-02306,Multi-Family,933000.0,0.94,High (>85%),GA,2023-04-07,AP-99,971000.0
LN-02307,Townhouse,609000.0,0.65,Low (<70%),MI,2018-10-01,AP-28,635000.0
LN-02308,Condo,775000.0,0.73,Medium (70-85%),MA,2022-10-21,AP-40,769000.0
LN-02309,Townhouse,485000.0,0.73,Medium (70-85%),NV,2022-12-16,AP-94,475000.0
LN-02310,Condo,219000.0,0.86,High (>85%),FL,2021-09-07,AP-33,216000.0
LN-02311,Condo,999000.0,0.72,Medium (70-85%),NJ,2024-05-22,AP-74,1040000.0
LN-02312,Single Family,123000.0,0.77,Medium (70-85%),NV,2018-08-11,AP-17,127000.0
LN-02313,Single Family,1246000.0,0.69,Low (<70%),MD,2020-03-15,AP-64,1291000.0
LN-02314,Condo,601000.0,0.82,Medium (70-85%),PA,2021-07-29,AP-14,616000.0
LN-02315,Condo,604000.0,0.84,Medium (70-85%),IL,2023-08-31,AP-50,612000.0
LN-02316,Multi-Family,291000.0,0.66,Low (<70%),OH,2022-03-28,AP-75,287000.0
LN-02317,Multi-Family,1250000.0,0.58,Low (<70%),CA,2018-06-05,AP-81,1307000.0
LN-02318,Condo,511000.0,0.9,High (>85%),TX,2018-11-07,AP-12,514000.0
LN-02319,Multi-Family,280000.0,0.95,High (>85%),TX,2022-10-12,AP-49,283000.0
LN-02320,Townhouse,184000.0,0.75,Medium (70-85%),IL,2021-04-19,AP-11,181000.0
LN-02321,Multi-Family,801000.0,0.95,High (>85%),NV,2023-07-07,AP-49,821000.0
LN-02322,Multi-Family,443000.0,0.6,Low (<70%),CA,2024-04-03,AP-76,462000.0
LN-02323,Multi-Family,1143000.0,0.69,Low (<70%),PA,2019-04-14,AP-18,1114000.0
LN-02324,Single Family,946000.0,0.72,Medium (70-85%),MD,2023-07-15,AP-45,921000.0
LN-02325,Townhouse,228000.0,0.65,Low (<70%),AZ,2018-08-17,AP-24,224000.0
LN-02326,Townhouse,771000.0,0.7,Low (<70%),AZ,2020-04-07,AP-23,797000.0
LN-02327,Condo,1460000.0,0.55,Low (<70%),FL,2021-12-03,AP-60,1521000.0
LN-02328,Single Family,153000.0,0.85,Medium (70-85%),PA,2023-12-23,AP-32,149000.0
LN-02329,Townhouse,271000.0,0.96,High (>85%),GA,2020-09-26,AP-97,275000.0
LN-02330,Single Family,578000.0,0.59,Low (<70%),PA,2021-03-24,AP-57,593000.0
LN-02331,Townhouse,177000.0,0.7,Low (<70%),NC,2020-11-22,AP-97,178000.0
LN-02332,Multi-Family,543000.0,0.68,Low (<70%),MA,2022-03-27,AP-25,568000.0
LN-02333,Townhouse,608000.0,0.86,High (>85%),FL,2021-07-21,AP-72,598000.0
LN-02334,Townhouse,1079000.0,0.58,Low (<70%),TX,2020-06-19,AP-85,1127000.0
LN-02335,Multi-Family,1352000.0,0.63,Low (<70%),IL,2018-01-11,AP-93,1379000.0
LN-02336,Single Family,197000.0,0.63,Low (<70%),NV,2019-10-03,AP-64,203000.0
LN-02337,Townhouse,406000.0,0.67,Low (<70%),FL,2020-10-14,AP-11,398000.0
LN-02338,Condo,944000.0,0.86,High (>85%),NV,2019-12-01,AP-83,945000.0
LN-02339,Multi-Family,976000.0,0.89,High (>85%),FL,2022-06-11,AP-22,984000.0
LN-02340,Multi-Family,312000.0,0.82,Medium (70-85%),NY,2019-12-03,AP-25,323000.0
LN-02341,Single Family,845000.0,0.71,Medium (70-85%),GA,2018-03-17,AP-50,858000.0
LN-02342,Single Family,738000.0,0.6,Low (<70%),NC,2019-03-24,AP-17,758000.0
LN-02343,Condo,1086000.0,0.56,Low (<70%),OH,2018-07-09,AP-78,1072000.0
LN-02344,Multi-Family,451000.0,0.73,Medium (70-85%),OH,2020-03-04,AP-62,472000.0
LN-02345,Condo,1516000.0,0.56,Low (<70%),MI,2022-07-24,AP-56,1520000.0
LN-02346,Multi-Family,619000.0,0.96,High (>85%),TX,2020-05-23,AP-74,629000.0
LN-02347,Multi-Family,1239000.0,0.7,Low (<70%),IL,2020-08-22,AP-18,1224000.0
LN-02348,Townhouse,238000.0,0.58,Low (<70%),MI,2023-04-29,AP-25,234000.0
LN-02349,Condo,616000.0,0.7,Low (<70%),CA,2024-01-15,AP-94,608000.0
LN-02350,Condo,190000.0,0.61,Low (<70%),CA,2020-08-12,AP-12,193000.0
LN-02351,Townhouse,993000.0,0.87,High (>85%),PA,2024-04-05,AP-98,1041000.0
LN-02352,Townhouse,162000.0,0.6,Low (<70%),NC,2022-12-14,AP-41,158000.0
LN-02353,Townhouse,366000.0,0.58,Low (<70%),AZ,2017-12-24,AP-70,358000.0
LN-02354,Single Family,961000.0,0.85,Medium (70-85%),PA,2019-01-09,AP-26,964000.0
LN-02355,Single Family,251000.0,0.93,High (>85%),IL,2019-07-29,AP-55,257000.0
LN-02356,Townhouse,183000.0,0.75,Medium (70-85%),NC,2018-03-24,AP-51,178000.0
LN-02357,Multi-Family,90000.0,0.94,High (>85%),MA,2023-12-19,AP-63,88000.0
LN-02358,Condo,252000.0,0.81,Medium (70-85%),IL,2018-11-25,AP-67,246000.0
LN-02359,Condo,118000.0,0.72,Medium (70-85%),NC,2021-08-28,AP-67,123000.0
LN-02360,Townhouse,1135000.0,0.78,Medium (70-85%),NC,2024-03-02,AP-69,1177000.0
LN-02361,Multi-Family,774000.0,0.92,High (>85%),MD,2022-03-19,AP-86,780000.0
LN-02362,Condo,1088000.0,0.74,Medium (70-85%),PA,2021-12-29,AP-55,1115000.0
LN-02363,Townhouse,767000.0,0.6,Low (<70%),AZ,2019-04-25,AP-89,768000.0
LN-02364,Townhouse,975000.0,0.79,Medium (70-85%),AZ,2024-01-31,AP-32,996000.0
LN-02365,Condo,1144000.0,0.64,Low (<70%),IL,2019-09-29,AP-12,1171000.0
LN-02366,Townhouse,811000.0,0.83,Medium (70-85%),CA,2024-03-13,AP-62,800000.0
LN-02367,Townhouse,452000.0,0.56,Low (<70%),AZ,2023-12-13,AP-31,455000.0
LN-02368,Single Family,501000.0,0.93,High (>85%),NV,2018-12-15,AP-77,504000.0
LN-02369,Multi-Family,952000.0,0.75,Medium (70-85%),CA,2023-02-24,AP-92,946000.0
LN-02370,Multi-Family,658000.0,0.88,High (>85%),MD,2023-02-27,AP-64,690000.0
LN-02371,Multi-Family,804000.0,0.77,Medium (70-85%),NY,2019-05-21,AP-60,788000.0
LN-02372,Multi-Family,673000.0,0.79,Medium (70-85%),GA,2023-12-07,AP-86,696000.0
LN-02373,Condo,166000.0,0.92,High (>85%),MA,2020-12-28,AP-80,167000.0
LN-02374,Townhouse,213000.0,0.63,Low (<70%),CA,2021-11-27,AP-30,211000.0
LN-02375,Condo,949000.0,0.72,Medium (70-85%),MA,2019-04-21,AP-68,979000.0
LN-02376,Condo,1050000.0,0.62,Low (<70%),FL,2019-04-01,AP-90,1034000.0
LN-02377,Single Family,335000.0,0.55,Low (<70%),NY,2020-08-09,AP-91,334000.0
LN-02378,Multi-Family,729000.0,0.58,Low (<70%),MA,2022-05-10,AP-63,763000.0
LN-02379,Single Family,1159000.0,0.63,Low (<70%),IL,2022-09-19,AP-87,1157000.0
LN-02380,Single Family,714000.0,0.73,Medium (70-85%),TX,2018-08-31,AP-55,702000.0
LN-02381,Condo,1411000.0,0.57,Low (<70%),NY,2018-08-19,AP-35,1416000.0
LN-02382,Single Family,1056000.0,0.81,Medium (70-85%),TX,2023-09-29,AP-58,1095000.0
LN-02383,Condo,956000.0,0.72,Medium (70-85%),MI,2018-07-27,AP-74,948000.0
LN-02384,Multi-Family,784000.0,0.94,High (>85%),MA,2019-03-21,AP-20,770000.0
LN-02385,Multi-Family,976000.0,0.55,Low (<70%),IL,2022-07-01,AP-21,964000.0
LN-02386,Condo,711000.0,0.92,High (>85%),NC,2018-10-16,AP-30,719000.0
LN-02387,Single Family,655000.0,0.85,Medium (70-85%),MA,2020-10-05,AP-55,638000.0
LN-02388,Single Family,254000.0,0.95,High (>85%),OH,2020-01-11,AP-86,265000.0
LN-02389,Multi-Family,811000.0,0.71,Medium (70-85%),FL,2019-12-20,AP-16,838000.0
LN-02390,Townhouse,1340000.0,0.57,Low (<70%),OH,2019-07-20,AP-20,1382000.0
LN-02391,Single Family,1143000.0,0.6,Low (<70%),MA,2024-01-23,AP-72,1194000.0
LN-02392,Condo,584000.0,0.86,High (>85%),MA,2018-05-02,AP-52,582000.0
LN-02393,Townhouse,657000.0,0.9,High (>85%),NV,2020-07-11,AP-74,651000.0
LN-02394,Multi-Family,408000.0,0.96,High (>85%),NC,2024-02-11,AP-14,418000.0
LN-02395,Condo,955000.0,0.92,High (>85%),IL,2021-11-10,AP-42,962000.0
LN-02396,Multi-Family,368000.0,0.8,Medium (70-85%),CA,2018-04-05,AP-73,365000.0
LN-02397,Multi-Family,507000.0,0.75,Medium (70-85%),IL,2023-06-13,AP-46,497000.0
LN-02398,Condo,498000.0,0.93,High (>85%),NY,2024-03-21,AP-75,514000.0
LN-02399,Single Family,685000.0,0.97,High (>85%),OH,2020-10-17,AP-27,672000.0
LN-02400,Condo,768000.0,0.57,Low (<70%),OH,2020-10-31,AP-79,775000.0
LN-02401,Condo,857000.0,0.96,High (>85%),NV,2019-10-30,AP-78,881000.0
LN-02402,Single Family,141000.0,0.61,Low (<70%),MA,2021-03-24,AP-49,147000.0
LN-02403,Condo,397000.0,0.87,High (>85%),TX,2024-05-08,AP-84,389000.0
LN-02404,Multi-Family,1026000.0,0.76,Medium (70-85%),NV,2022-12-13,AP-22,1056000.0
LN-02405,Townhouse,997000.0,0.67,Low (<70%),NC,2020-11-22,AP-57,986000.0
LN-02406,Condo,1102000.0,0.57,Low (<70%),PA,2023-12-02,AP-59,1113000.0
LN-02407,Townhouse,904000.0,0.83,Medium (70-85%),GA,2021-06-15,AP-78,936000.0
LN-02408,Condo,597000.0,0.7,Low (<70%),GA,2023-01-01,AP-43,593000.0
LN-02409,Townhouse,1171000.0,0.58,Low (<70%),OH,2023-10-08,AP-56,1160000.0
LN-02410,Condo,1061000.0,0.64,Low (<70%),MA,2024-02-01,AP-11,1111000.0
LN-02411,Townhouse,729000.0,0.85,Medium (70-85%),NY,2019-10-06,AP-53,750000.0
LN-02412,Condo,807000.0,0.76,Medium (70-85%),NV,2018-05-28,AP-21,790000.0
LN-02413,Single Family,972000.0,0.87,High (>85%),GA,2023-10-09,AP-86,949000.0
LN-02414,Single Family,464000.0,0.96,High (>85%),OH,2024-05-07,AP-96,479000.0
LN-02415,Condo,86000.0,0.97,High (>85%),AZ,2018-07-05,AP-75,89000.0
LN-02416,Townhouse,1288000.0,0.58,Low (<70%),NY,2018-08-16,AP-48,1277000.0
LN-02417,Condo,126000.0,0.93,High (>85%),MA,2019-07-25,AP-52,123000.0
LN-02418,Single Family,291000.0,0.8,Medium (70-85%),IL,2020-02-04,AP-84,291000.0
LN-02419,Multi-Family,696000.0,0.79,Medium (70-85%),TX,2020-04-24,AP-40,716000.0
LN-02420,Townhouse,412000.0,0.59,Low (<70%),OH,2021-09-28,AP-43,426000.0
LN-02421,Multi-Family,1032000.0,0.65,Low (<70%),TX,2019-12-23,AP-44,1007000.0
LN-02422,Condo,770000.0,0.87,High (>85%),NV,2021-10-12,AP-56,798000.0
LN-02423,Multi-Family,1025000.0,0.59,Low (<70%),MD,2022-09-30,AP-78,1027000.0
LN-02424,Condo,96000.0,0.84,Medium (70-85%),CA,2023-03-25,AP-85,95000.0
LN-02425,Condo,350000.0,0.76,Medium (70-85%),NV,2023-08-07,AP-28,340000.0
LN-02426,Condo,176000.0,0.68,Low (<70%),MA,2018-05-09,AP-67,175000.0
LN-02427,Multi-Family,280000.0,0.64,Low (<70%),TX,2019-08-03,AP-98,279000.0
LN-02428,Condo,508000.0,0.95,High (>85%),FL,2018-11-21,AP-40,518000.0
LN-02429,Multi-Family,247000.0,0.93,High (>85%),FL,2023-05-04,AP-81,256000.0
LN-02430,Townhouse,344000.0,0.85,Medium (70-85%),MA,2020-02-23,AP-16,349000.0
LN-02431,Multi-Family,1136000.0,0.77,Medium (70-85%),AZ,2019-06-27,AP-76,1134000.0
LN-02432,Condo,246000.0,0.68,Low (<70%),CA,2020-09-05,AP-34,244000.0
LN-02433,Condo,1208000.0,0.62,Low (<70%),MA,2019-12-19,AP-65,1183000.0
LN-02434,Townhouse,1107000.0,0.68,Low (<70%),NJ,2021-08-25,AP-18,1115000.0
LN-02435,Multi-Family,733000.0,0.82,Medium (70-85%),MD,2020-07-18,AP-31,735000.0
LN-02436,Townhouse,745000.0,0.86,High (>85%),MD,2018-12-24,AP-23,757000.0
LN-02437,Condo,585000.0,0.92,High (>85%),IL,2019-02-23,AP-76,614000.0
LN-02438,Multi-Family,224000.0,0.62,Low (<70%),MA,2019-09-28,AP-43,225000.0
LN-02439,Single Family,319000.0,0.84,Medium (70-85%),MA,2023-01-31,AP-53,317000.0
LN-02440,Condo,847000.0,0.86,High (>85%),IL,2021-05-16,AP-44,855000.0
LN-02441,Condo,796000.0,0.78,Medium (70-85%),NY,2022-09-02,AP-12,836000.0
LN-02442,Multi-Family,947000.0,0.88,High (>85%),OH,2022-08-10,AP-12,954000.0
LN-02443,Condo,284000.0,0.89,High (>85%),NJ,2024-01-01,AP-34,280000.0
LN-02444,Condo,1096000.0,0.68,Low (<70%),AZ,2019-10-08,AP-97,1127000.0
LN-02445,Townhouse,1146000.0,0.69,Low (<70%),MA,2019-05-12,AP-59,1170000.0
LN-02446,Townhouse,261000.0,0.94,High (>85%),NY,2022-09-20,AP-17,258000.0
LN-02447,Condo,741000.0,0.61,Low (<70%),NJ,2023-10-05,AP-59,726000.0
LN-02448,Townhouse,712000.0,0.67,Low (<70%),OH,2019-11-01,AP-73,718000.0
LN-02449,Townhouse,617000.0,0.58,Low (<70%),TX,2023-10-19,AP-10,610000.0
LN-02450,Condo,474000.0,0.58,Low (<70%),FL,2020-02-19,AP-22,476000.0
LN-02451,Multi-Family,711000.0,0.84,Medium (70-85%),CA,2021-04-03,AP-18,713000.0
LN-02452,Single Family,141000.0,0.83,Medium (70-85%),NV,2018-08-18,AP-66,142000.0
LN-02453,Single Family,709000.0,0.55,Low (<70%),NV,2024-01-28,AP-48,691000.0
LN-02454,Condo,105000.0,0.77,Medium (70-85%),MI,2024-01-28,AP-82,103000.0
LN-02455,Townhouse,527000.0,0.83,Medium (70-85%),PA,2024-03-21,AP-60,543000.0
LN-02456,Multi-Family,345000.0,0.71,Medium (70-85%),OH,2022-09-12,AP-52,350000.0
LN-02457,Condo,543000.0,0.76,Medium (70-85%),NV,2020-04-09,AP-70,565000.0
LN-02458,Multi-Family,590000.0,0.92,High (>85%),NV,2023-02-03,AP-52,599000.0
LN-02459,Townhouse,276000.0,0.7,Low (<70%),GA,2020-04-02,AP-90,280000.0
LN-02460,Single Family,705000.0,0.95,High (>85%),GA,2021-10-16,AP-49,684000.0
LN-02461,Multi-Family,566000.0,0.76,Medium (70-85%),AZ,2018-08-20,AP-27,575000.0
LN-02462,Condo,1261000.0,0.61,Low (<70%),NC,2022-04-24,AP-99,1258000.0
LN-02463,Townhouse,914000.0,0.96,High (>85%),MD,2021-02-06,AP-13,945000.0
LN-02464,Single Family,1139000.0,0.64,Low (<70%),MD,2019-02-18,AP-79,1107000.0
LN-02465,Townhouse,998000.0,0.66,Low (<70%),MA,2020-11-13,AP-82,1017000.0
LN-02466,Townhouse,1402000.0,0.57,Low (<70%),NJ,2023-09-18,AP-65,1414000.0
LN-02467,Multi-Family,397000.0,0.88,High (>85%),NV,2023-03-27,AP-57,404000.0
LN-02468,Townhouse,957000.0,0.84,Medium (70-85%),FL,2020-12-08,AP-99,964000.0
LN-02469,Townhouse,837000.0,0.84,Medium (70-85%),OH,2018-07-22,AP-64,852000.0
LN-02470,Multi-Family,531000.0,0.89,High (>85%),NY,2023-08-19,AP-29,515000.0
LN-02471,Condo,526000.0,0.89,High (>85%),AZ,2019-04-10,AP-53,527000.0
LN-02472,Townhouse,458000.0,0.95,High (>85%),NV,2018-08-11,AP-30,455000.0
LN-02473,Townhouse,236000.0,0.83,Medium (70-85%),FL,2021-10-25,AP-34,234000.0
LN-02474,Multi-Family,568000.0,0.71,Medium (70-85%),IL,2022-03-04,AP-10,551000.0
LN-02475,Single Family,552000.0,0.97,High (>85%),FL,2018-09-19,AP-47,546000.0
LN-02476,Condo,888000.0,0.6,Low (<70%),IL,2021-06-21,AP-55,875000.0
LN-02477,Townhouse,672000.0,0.78,Medium (70-85%),GA,2020-03-19,AP-71,698000.0
LN-02478,Condo,1016000.0,0.62,Low (<70%),AZ,2020-09-03,AP-11,1018000.0
LN-02479,Multi-Family,368000.0,0.68,Low (<70%),NV,2021-02-22,AP-30,362000.0
LN-02480,Single Family,1166000.0,0.59,Low (<70%),CA,2022-03-23,AP-50,1137000.0
LN-02481,Townhouse,1142000.0,0.78,Medium (70-85%),MI,2019-06-17,AP-12,1172000.0
LN-02482,Single Family,253000.0,0.81,Medium (70-85%),TX,2018-12-01,AP-17,249000.0
LN-02483,Townhouse,442000.0,0.67,Low (<70%),AZ,2021-04-12,AP-37,432000.0
LN-02484,Condo,1015000.0,0.72,Medium (70-85%),MD,2018-04-27,AP-45,991000.0
LN-02485,Single Family,589000.0,0.76,Medium (70-85%),MI,2019-07-18,AP-45,616000.0
LN-02486,Multi-Family,309000.0,0.88,High (>85%),MD,2019-04-23,AP-18,324000.0
LN-02487,Condo,439000.0,0.61,Low (<70%),OH,2020-09-13,AP-74,426000.0
LN-02488,Condo,513000.0,0.84,Medium (70-85%),FL,2017-11-22,AP-26,528000.0
LN-02489,Townhouse,397000.0,0.92,High (>85%),MI,2020-09-04,AP-17,388000.0
LN-02490,Single Family,351000.0,0.72,Medium (70-85%),IL,2019-10-28,AP-13,345000.0
LN-02491,Single Family,133000.0,0.78,Medium (70-85%),AZ,2019-04-17,AP-28,135000.0
LN-02492,Townhouse,1150000.0,0.64,Low (<70%),IL,2018-01-28,AP-55,1178000.0
LN-02493,Single Family,1234000.0,0.65,Low (<70%),OH,2022-07-01,AP-93,1275000.0
LN-02494,Multi-Family,1174000.0,0.61,Low (<70%),CA,2023-02-12,AP-14,1164000.0
LN-02495,Condo,663000.0,0.89,High (>85%),TX,2019-11-25,AP-11,686000.0
LN-02496,Condo,451000.0,0.59,Low (<70%),NY,2022-11-07,AP-50,442000.0
LN-02497,Multi-Family,1187000.0,0.67,Low (<70%),CA,2019-07-04,AP-69,1236000.0
LN-02498,Townhouse,463000.0,0.78,Medium (70-85%),FL,2023-11-04,AP-13,453000.0
LN-02499,Townhouse,646000.0,0.74,Medium (70-85%),MA,2022-12-11,AP-62,640000.0
LN-02500,Townhouse,166000.0,0.9,High (>85%),MA,2019-03-10,AP-76,166000.0
LN-02501,Single Family,952000.0,0.56,Low (<70%),MA,2018-05-04,AP-10,990000.0
LN-02502,Single Family,589000.0,0.81,Medium (70-85%),FL,2020-05-15,AP-38,601000.0
LN-02503,Single Family,825000.0,0.71,Medium (70-85%),PA,2019-11-30,AP-30,849000.0
LN-02504,Townhouse,266000.0,0.74,Medium (70-85%),IL,2022-02-07,AP-19,261000.0
LN-02505,Condo,246000.0,0.87,High (>85%),MD,2021-01-26,AP-33,242000.0
LN-02506,Condo,512000.0,0.67,Low (<70%),CA,2022-03-06,AP-28,525000.0
LN-02507,Townhouse,1337000.0,0.56,Low (<70%),MD,2021-01-02,AP-90,1303000.0
LN-02508,Townhouse,1303000.0,0.59,Low (<70%),MA,2021-08-06,AP-27,1344000.0
LN-02509,Condo,595000.0,0.65,Low (<70%),NC,2023-07-25,AP-34,599000.0
LN-02510,Townhouse,673000.0,0.95,High (>85%),OH,2019-12-02,AP-28,697000.0
LN-02511,Condo,689000.0,0.61,Low (<70%),GA,2022-11-01,AP-17,669000.0
LN-02512,Multi-Family,512000.0,0.73,Medium (70-85%),TX,2022-07-03,AP-83,516000.0
LN-02513,Condo,1200000.0,0.62,Low (<70%),CA,2022-01-04,AP-66,1219000.0
LN-02514,Townhouse,148000.0,0.93,High (>85%),CA,2022-05-25,AP-94,151000.0
LN-02515,Condo,833000.0,0.75,Medium (70-85%),CA,2020-05-21,AP-66,840000.0
LN-02516,Townhouse,230000.0,0.96,High (>85%),FL,2021-02-27,AP-46,227000.0
LN-02517,Condo,493000.0,0.72,Medium (70-85%),IL,2023-08-24,AP-69,502000.0
LN-02518,Multi-Family,295000.0,0.57,Low (<70%),OH,2018-05-08,AP-16,292000.0
