LoanID,BranchID,LoanType,LoanPurpose,EmploymentType,OriginationDate,MaturityDate,OriginationYear,OriginationQtr,LoanAmount,InterestRate,TermYears,LoanOfficerID
LN-02987,BR019,ARM 7/1,Purchase,Self-Employed,2023-08-01,2038-08-01,2023,Q3-2023,657000.0,4.92,15,LO-449
LN-02988,BR013,Fixed 15-Year,Cash-Out Refinance,Self-Employed,2018-09-21,2033-09-21,2018,Q3-2018,692000.0,7.08,15,LO-231
LN-02989,BR007,Fixed 30-Year,Purchase,Retired,2018-08-25,2048-08-25,2018,Q3-2018,607000.0,6.82,30,LO-169
LN-02990,BR013,Fixed 15-Year,Refinance,Retired,2020-03-29,2035-03-29,2020,Q1-2020,395000.0,3.67,15,LO-689
LN-02991,BR012,Fixed 30-Year,Home Equity,Retired,2024-01-07,2054-01-07,2024,Q1-2024,463000.0,8.64,30,LO-500
LN-02992,BR001,ARM 5/1,Refinance,Contract,2022-12-23,2037-12-23,2022,Q4-2022,346000.0,5.61,15,LO-297
LN-02993,BR018,Fixed 30-Year,Purchase,Contract,2022-12-27,2052-12-27,2022,Q4-2022,83000.0,6.66,30,LO-923
LN-02994,BR004,Fixed 30-Year,Purchase,Contract,2019-07-31,2049-07-31,2019,Q3-2019,525000.0,6.41,30,LO-510
LN-02995,BR005,Fixed 30-Year,Refinance,Contract,2021-07-29,2051-07-29,2021,Q3-2021,423000.0,5.21,30,LO-384
LN-02996,BR011,Fixed 30-Year,Purchase,Retired,2021-08-13,2051-08-13,2021,Q3-2021,840000.0,8.46,30,LO-605
LN-02997,BR012,Fixed 30-Year,Purchase,Salaried,2022-11-01,2052-11-01,2022,Q4-2022,872000.0,4.65,30,LO-153
LN-02998,BR013,Fixed 15-Year,Cash-Out Refinance,Self-Employed,2022-08-27,2037-08-27,2022,Q3-2022,357000.0,7.58,15,LO-398
LN-02999,BR002,Fixed 30-Year,Purchase,Self-Employed,2021-08-24,2051-08-24,2021,Q3-2021,420000.0,5.19,30,LO-362
LN-03000,BR010,Fixed 30-Year,Home Equity,Salaried,2023-04-19,2053-04-19,2023,Q2-2023,711000.0,6.49,30,LO-247
LN-03001,BR007,Fixed 30-Year,Purchase,Self-Employed,2022-10-11,2052-10-11,2022,Q4-2022,413000.0,6.19,30,LO-956
LN-03002,BR011,ARM 5/1,Purchase,Self-Employed,2023-01-28,2038-01-28,2023,Q1-2023,791000.0,7.27,15,LO-518
LN-03003,BR007,Fixed 30-Year,Purchase,Self-Employed,2021-01-01,2051-01-01,2021,Q1-2021,590000.0,7.7,30,LO-624
LN-03004,BR014,Fixed 30-Year,Purchase,Self-Employed,2018-07-18,2048-07-18,2018,Q3-2018,117000.0,7.07,30,LO-131
LN-03005,BR020,ARM 5/1,Refinance,Salaried,2021-01-07,2036-01-07,2021,Q1-2021,308000.0,3.63,15,LO-697
LN-03006,BR014,Fixed 15-Year,Cash-Out Refinance,Contract,2023-06-09,2038-06-09,2023,Q2-2023,755000.0,5.87,15,LO-238
LN-03007,BR009,Fixed 30-Year,Purchase,Retired,2020-05-09,2050-05-09,2020,Q2-2020,205000.0,4.73,30,LO-639
LN-03008,BR001,Fixed 30-Year,Refinance,Contract,2021-12-20,2051-12-20,2021,Q4-2021,830000.0,5.8,30,LO-869
LN-03009,BR016,Fixed 30-Year,Purchase,Self-Employed,2024-06-05,2054-06-05,2024,Q2-2024,498000.0,8.66,30,LO-686
LN-03010,BR009,Fixed 15-Year,Purchase,Contract,2024-02-25,2039-02-25,2024,Q1-2024,808000.0,6.46,15,LO-101
LN-03011,BR006,Fixed 15-Year,Cash-Out Refinance,Salaried,2018-07-01,2033-07-01,2018,Q3-2018,286000.0,4.06,15,LO-462
LN-03012,BR017,Fixed 15-Year,Refinance,Salaried,2021-02-22,2036-02-22,2021,Q1-2021,705000.0,5.08,15,LO-579
LN-03013,BR007,ARM 5/1,Refinance,Contract,2024-04-27,2039-04-27,2024,Q2-2024,206000.0,4.5,15,LO-582
LN-03014,BR010,Fixed 15-Year,Refinance,Salaried,2019-04-11,2034-04-11,2019,Q2-2019,457000.0,6.6,15,LO-625
LN-03015,BR014,Fixed 15-Year,Purchase,Self-Employed,2019-10-14,2034-10-14,2019,Q4-2019,895000.0,7.03,15,LO-959
LN-03016,BR020,Fixed 30-Year,Cash-Out Refinance,Retired,2023-10-08,2053-10-08,2023,Q4-2023,606000.0,8.06,30,LO-208
LN-03017,BR019,Fixed 30-Year,Home Equity,Contract,2019-11-21,2049-11-21,2019,Q4-2019,281000.0,7.47,30,LO-131
LN-03018,BR012,Fixed 15-Year,Purchase,Contract,2021-02-20,2036-02-20,2021,Q1-2021,389000.0,6.67,15,LO-958
LN-03019,BR016,Fixed 30-Year,Purchase,Salaried,2022-12-22,2052-12-22,2022,Q4-2022,503000.0,3.79,30,LO-493
LN-03020,BR013,Fixed 30-Year,Purchase,Salaried,2018-12-21,2048-12-21,2018,Q4-2018,564000.0,6.86,30,LO-579
LN-03021,BR018,Fixed 15-Year,Cash-Out Refinance,Retired,2022-04-12,2037-04-12,2022,Q2-2022,322000.0,4.06,15,LO-676
LN-03022,BR010,Fixed 30-Year,Home Equity,Self-Employed,2022-09-18,2052-09-18,2022,Q3-2022,530000.0,7.85,30,LO-236
LN-03023,BR015,Fixed 15-Year,Refinance,Salaried,2023-01-19,2038-01-19,2023,Q1-2023,260000.0,5.86,15,LO-255
LN-03024,BR006,Fixed 30-Year,Refinance,Contract,2018-05-28,2048-05-28,2018,Q2-2018,637000.0,6.4,30,LO-423
LN-03025,BR009,ARM 5/1,Purchase,Retired,2023-01-10,2038-01-10,2023,Q1-2023,666000.0,6.7,15,LO-929
LN-03026,BR015,ARM 7/1,Refinance,Contract,2018-10-17,2033-10-17,2018,Q4-2018,556000.0,7.12,15,LO-530
LN-03027,BR016,Fixed 30-Year,Purchase,Salaried,2024-02-09,2054-02-09,2024,Q1-2024,246000.0,6.14,30,LO-963
LN-03028,BR015,Fixed 15-Year,Purchase,Salaried,2018-09-23,2033-09-23,2018,Q3-2018,459000.0,3.61,15,LO-671
LN-03029,BR019,Fixed 30-Year,Purchase,Self-Employed,2022-05-19,2052-05-19,2022,Q2-2022,498000.0,6.6,30,LO-617
LN-03030,BR009,Fixed 15-Year,Cash-Out Refinance,Salaried,2018-04-04,2033-04-04,2018,Q2-2018,444000.0,4.38,15,LO-801
LN-03031,BR016,Fixed 30-Year,Purchase,Salaried,2019-03-22,2049-03-22,2019,Q1-2019,204000.0,6.52,30,LO-747
LN-03032,BR011,Fixed 15-Year,Purchase,Contract,2019-02-13,2034-02-13,2019,Q1-2019,529000.0,7.69,15,LO-967
LN-03033,BR004,Fixed 15-Year,Purchase,Contract,2023-06-24,2038-06-24,2023,Q2-2023,190000.0,7.7,15,LO-497
LN-03034,BR020,Fixed 30-Year,Purchase,Self-Employed,2019-06-25,2049-06-25,2019,Q2-2019,177000.0,5.75,30,LO-703
LN-03035,BR018,Fixed 30-Year,Purchase,Contract,2020-07-06,2050-07-06,2020,Q3-2020,534000.0,8.16,30,LO-777
LN-03036,BR010,Fixed 15-Year,Purchase,Contract,2021-07-19,2036-07-19,2021,Q3-2021,452000.0,3.5,15,LO-435
LN-03037,BR015,Fixed 15-Year,Home Equity,Self-Employed,2020-07-11,2035-07-11,2020,Q3-2020,419000.0,6.1,15,LO-446
LN-03038,BR012,Fixed 15-Year,Refinance,Self-Employed,2020-08-25,2035-08-25,2020,Q3-2020,91000.0,5.93,15,LO-960
LN-03039,BR007,Fixed 30-Year,Purchase,Salaried,2021-07-27,2051-07-27,2021,Q3-2021,350000.0,6.73,30,LO-466
LN-03040,BR005,Fixed 15-Year,Purchase,Retired,2020-06-30,2035-06-30,2020,Q2-2020,510000.0,6.65,15,LO-369
LN-03041,BR002,Fixed 30-Year,Home Equity,Retired,2019-03-05,2049-03-05,2019,Q1-2019,885000.0,6.21,30,LO-165
LN-03042,BR010,ARM 5/1,Refinance,Self-Employed,2019-02-24,2034-02-24,2019,Q1-2019,860000.0,6.83,15,LO-763
LN-03043,BR011,ARM 5/1,Purchase,Contract,2022-12-24,2037-12-24,2022,Q4-2022,243000.0,6.2,15,LO-938
LN-03044,BR018,Fixed 15-Year,Cash-Out Refinance,Contract,2022-11-29,2037-11-29,2022,Q4-2022,690000.0,6.46,15,LO-732
LN-03045,BR015,Fixed 15-Year,Cash-Out Refinance,Retired,2021-05-24,2036-05-24,2021,Q2-2021,796000.0,4.03,15,LO-465
LN-03046,BR014,Fixed 15-Year,Cash-Out Refinance,Salaried,2024-06-11,2039-06-11,2024,Q2-2024,296000.0,8.62,15,LO-879
LN-03047,BR008,ARM 5/1,Cash-Out Refinance,Salaried,2021-05-06,2036-05-06,2021,Q2-2021,427000.0,7.96,15,LO-542
LN-03048,BR007,ARM 7/1,Purchase,Self-Employed,2023-08-05,2038-08-05,2023,Q3-2023,583000.0,5.89,15,LO-989
LN-03049,BR004,Fixed 30-Year,Refinance,Self-Employed,2019-10-19,2049-10-19,2019,Q4-2019,855000.0,5.26,30,LO-778
LN-03050,BR015,Fixed 30-Year,Refinance,Self-Employed,2020-05-03,2050-05-03,2020,Q2-2020,497000.0,8.54,30,LO-678
LN-03051,BR003,Fixed 30-Year,Refinance,Self-Employed,2021-05-31,2051-05-31,2021,Q2-2021,382000.0,7.13,30,LO-332
LN-03052,BR006,Fixed 30-Year,Purchase,Retired,2022-03-08,2052-03-08,2022,Q1-2022,388000.0,8.71,30,LO-741
LN-03053,BR009,Fixed 15-Year,Home Equity,Self-Employed,2018-04-09,2033-04-09,2018,Q2-2018,558000.0,7.63,15,LO-407
LN-03054,BR010,ARM 5/1,Purchase,Salaried,2022-05-12,2037-05-12,2022,Q2-2022,774000.0,7.15,15,LO-453
LN-03055,BR019,Fixed 30-Year,Purchase,Salaried,2023-06-18,2053-06-18,2023,Q2-2023,312000.0,3.7,30,LO-534
LN-03056,BR003,Fixed 30-Year,Purchase,Salaried,2019-11-10,2049-11-10,2019,Q4-2019,356000.0,8.47,30,LO-514
LN-03057,BR019,Fixed 15-Year,Purchase,Retired,2019-02-10,2034-02-10,2019,Q1-2019,609000.0,8.44,15,LO-957
LN-03058,BR009,Fixed 15-Year,Cash-Out Refinance,Self-Employed,2020-11-11,2035-11-11,2020,Q4-2020,397000.0,8.14,15,LO-810
LN-03059,BR016,ARM 5/1,Refinance,Self-Employed,2019-06-11,2034-06-11,2019,Q2-2019,316000.0,7.3,15,LO-648
LN-03060,BR013,Fixed 30-Year,Refinance,Salaried,2020-04-04,2050-04-04,2020,Q2-2020,602000.0,4.58,30,LO-931
LN-03061,BR005,Fixed 30-Year,Refinance,Contract,2018-05-02,2048-05-02,2018,Q2-2018,779000.0,5.16,30,LO-824
LN-03062,BR006,Fixed 30-Year,Purchase,Contract,2023-01-28,2053-01-28,2023,Q1-2023,810000.0,5.54,30,LO-525
LN-03063,BR014,Fixed 30-Year,Refinance,Self-Employed,2021-07-07,2051-07-07,2021,Q3-2021,144000.0,4.02,30,LO-384
LN-03064,BR006,ARM 5/1,Purchase,Self-Employed,2019-06-09,2034-06-09,2019,Q2-2019,836000.0,3.99,15,LO-375
LN-03065,BR020,Fixed 15-Year,Refinance,Contract,2020-05-05,2035-05-05,2020,Q2-2020,112000.0,8.2,15,LO-667
LN-03066,BR008,ARM 5/1,Purchase,Contract,2018-03-08,2033-03-08,2018,Q1-2018,480000.0,6.64,15,LO-729
LN-03067,BR003,Fixed 30-Year,Purchase,Retired,2022-07-12,2052-07-12,2022,Q3-2022,601000.0,4.77,30,LO-127
LN-03068,BR020,Fixed 30-Year,Purchase,Contract,2018-09-14,2048-09-14,2018,Q3-2018,281000.0,7.97,30,LO-469
LN-03069,BR014,ARM 5/1,Purchase,Contract,2018-08-04,2033-08-04,2018,Q3-2018,195000.0,7.7,15,LO-352
LN-03070,BR016,ARM 5/1,Refinance,Contract,2022-01-01,2037-01-01,2022,Q1-2022,391000.0,3.62,15,LO-727
LN-03071,BR011,Fixed 30-Year,Refinance,Contract,2023-06-14,2053-06-14,2023,Q2-2023,702000.0,6.77,30,LO-971
LN-03072,BR009,ARM 5/1,Home Equity,Retired,2020-06-05,2035-06-05,2020,Q2-2020,325000.0,3.5,15,LO-102
LN-03073,BR006,Fixed 15-Year,Cash-Out Refinance,Retired,2020-05-03,2035-05-03,2020,Q2-2020,354000.0,3.6,15,LO-898
LN-03074,BR010,ARM 7/1,Purchase,Self-Employed,2023-05-25,2038-05-25,2023,Q2-2023,290000.0,6.27,15,LO-686
LN-03075,BR001,Fixed 30-Year,Purchase,Retired,2018-09-28,2048-09-28,2018,Q3-2018,699000.0,8.51,30,LO-382
LN-03076,BR013,Fixed 15-Year,Purchase,Self-Employed,2023-05-30,2038-05-30,2023,Q2-2023,651000.0,5.31,15,LO-252
LN-03077,BR012,Fixed 30-Year,Purchase,Contract,2023-02-19,2053-02-19,2023,Q1-2023,294000.0,7.55,30,LO-703
LN-03078,BR011,Fixed 30-Year,Purchase,Retired,2021-03-31,2051-03-31,2021,Q1-2021,190000.0,7.04,30,LO-392
LN-03079,BR008,Fixed 30-Year,Purchase,Retired,2023-10-06,2053-10-06,2023,Q4-2023,614000.0,5.59,30,LO-614
LN-03080,BR002,Fixed 30-Year,Purchase,Self-Employed,2020-09-23,2050-09-23,2020,Q3-2020,673000.0,6.2,30,LO-696
LN-03081,BR003,Fixed 30-Year,Purchase,Contract,2022-11-10,2052-11-10,2022,Q4-2022,849000.0,4.63,30,LO-274
LN-03082,BR004,ARM 7/1,Purchase,Salaried,2018-11-14,2033-11-14,2018,Q4-2018,92000.0,7.64,15,LO-146
LN-03083,BR020,Fixed 15-Year,Purchase,Contract,2021-05-18,2036-05-18,2021,Q2-2021,597000.0,5.01,15,LO-959
LN-03084,BR002,Fixed 30-Year,Cash-Out Refinance,Self-Employed,2019-08-08,2049-08-08,2019,Q3-2019,529000.0,7.86,30,LO-350
LN-03085,BR003,Fixed 30-Year,Purchase,Salaried,2020-03-14,2050-03-14,2020,Q1-2020,296000.0,7.14,30,LO-154
LN-03086,BR006,Fixed 30-Year,Home Equity,Retired,2021-10-05,2051-10-05,2021,Q4-2021,232000.0,6.01,30,LO-812
LN-03087,BR001,Fixed 15-Year,Refinance,Salaried,2021-03-26,2036-03-26,2021,Q1-2021,831000.0,4.01,15,LO-396
LN-03088,BR005,Fixed 30-Year,Purchase,Retired,2021-07-14,2051-07-14,2021,Q3-2021,415000.0,3.45,30,LO-856
LN-03089,BR019,Fixed 15-Year,Purchase,Self-Employed,2022-07-04,2037-07-04,2022,Q3-2022,96000.0,8.66,15,LO-310
LN-03090,BR017,Fixed 30-Year,Purchase,Retired,2018-06-03,2048-06-03,2018,Q2-2018,191000.0,4.0,30,LO-337
LN-03091,BR019,Fixed 30-Year,Purchase,Salaried,2022-03-28,2052-03-28,2022,Q1-2022,625000.0,3.51,30,LO-197
LN-03092,BR020,ARM 5/1,Purchase,Retired,2020-04-30,2035-04-30,2020,Q2-2020,777000.0,3.88,15,LO-314
LN-03093,BR008,Fixed 15-Year,Purchase,Contract,2022-01-29,2037-01-29,2022,Q1-2022,238000.0,6.78,15,LO-219
LN-03094,BR007,Fixed 30-Year,Refinance,Retired,2022-08-14,2052-08-14,2022,Q3-2022,681000.0,4.65,30,LO-229
LN-03095,BR007,Fixed 30-Year,Refinance,Contract,2021-05-05,2051-05-05,2021,Q2-2021,490000.0,4.89,30,LO-912
LN-03096,BR001,Fixed 30-Year,Purchase,Salaried,2020-03-02,2050-03-02,2020,Q1-2020,559000.0,5.62,30,LO-847
LN-03097,BR019,ARM 7/1,Refinance,Self-Employed,2023-04-24,2038-04-24,2023,Q2-2023,283000.0,7.38,15,LO-383
LN-03098,BR019,Fixed 15-Year,Cash-Out Refinance,Retired,2023-04-17,2038-04-17,2023,Q2-2023,593000.0,4.23,15,LO-514
LN-03099,BR003,Fixed 30-Year,Purchase,Retired,2022-07-14,2052-07-14,2022,Q3-2022,226000.0,5.36,30,LO-676
LN-03100,BR003,Fixed 30-Year,Purchase,Self-Employed,2019-10-08,2049-10-08,2019,Q4-2019,707000.0,5.4,30,LO-993
LN-03101,BR017,Fixed 30-Year,Purchase,Retired,2019-03-08,2049-03-08,2019,Q1-2019,831000.0,5.54,30,LO-324
LN-03102,BR008,Fixed 30-Year,Cash-Out Refinance,Retired,2021-03-27,2051-03-27,2021,Q1-2021,557000.0,5.29,30,LO-883
LN-03103,BR013,Fixed 30-Year,Refinance,Contract,2020-05-03,2050-05-03,2020,Q2-2020,341000.0,4.53,30,LO-230
LN-03104,BR019,Fixed 15-Year,Purchase,Contract,2021-04-01,2036-04-01,2021,Q2-2021,358000.0,4.62,15,LO-605
LN-03105,BR019,Fixed 30-Year,Refinance,Contract,2019-10-04,2049-10-04,2019,Q4-2019,165000.0,5.86,30,LO-301
LN-03106,BR018,ARM 7/1,Purchase,Retired,2021-03-19,2036-03-19,2021,Q1-2021,346000.0,4.42,15,LO-612
LN-03107,BR014,Fixed 30-Year,Purchase,Self-Employed,2019-02-19,2049-02-19,2019,Q1-2019,554000.0,5.52,30,LO-403
LN-03108,BR019,Fixed 30-Year,Refinance,Salaried,2024-02-16,2054-02-16,2024,Q1-2024,604000.0,6.64,30,LO-525
LN-03109,BR004,Fixed 30-Year,Purchase,Self-Employed,2018-12-08,2048-12-08,2018,Q4-2018,264000.0,8.45,30,LO-811
LN-03110,BR015,Fixed 30-Year,Purchase,Contract,2020-05-02,2050-05-02,2020,Q2-2020,281000.0,5.98,30,LO-160
LN-03111,BR016,Fixed 15-Year,Purchase,Contract,2019-01-26,2034-01-26,2019,Q1-2019,716000.0,7.5,15,LO-934
LN-03112,BR016,ARM 7/1,Purchase,Retired,2019-07-28,2034-07-28,2019,Q3-2019,821000.0,3.36,15,LO-687
LN-03113,BR007,Fixed 30-Year,Refinance,Retired,2022-06-20,2052-06-20,2022,Q2-2022,883000.0,8.63,30,LO-901
LN-03114,BR015,Fixed 30-Year,Refinance,Self-Employed,2019-08-14,2049-08-14,2019,Q3-2019,345000.0,4.78,30,LO-497
LN-03115,BR010,Fixed 30-Year,Refinance,Contract,2020-02-23,2050-02-23,2020,Q1-2020,412000.0,8.29,30,LO-242
LN-03116,BR019,ARM 5/1,Purchase,Retired,2018-02-16,2033-02-16,2018,Q1-2018,563000.0,8.2,15,LO-617
LN-03117,BR003,ARM 7/1,Refinance,Contract,2022-04-19,2037-04-19,2022,Q2-2022,170000.0,6.78,15,LO-190
LN-03118,BR020,Fixed 30-Year,Purchase,Retired,2024-03-05,2054-03-05,2024,Q1-2024,891000.0,3.39,30,LO-325
LN-03119,BR020,Fixed 30-Year,Purchase,Salaried,2019-11-27,2049-11-27,2019,Q4-2019,166000.0,5.39,30,LO-216
LN-03120,BR013,ARM 5/1,Refinance,Salaried,2018-05-19,2033-05-19,2018,Q2-2018,282000.0,6.56,15,LO-299
LN-03121,BR008,Fixed 30-Year,Cash-Out Refinance,Self-Employed,2022-09-14,2052-09-14,2022,Q3-2022,877000.0,4.43,30,LO-802
LN-03122,BR009,Fixed 15-Year,Purchase,Retired,2024-04-26,2039-04-26,2024,Q2-2024,162000.0,3.5,15,LO-190
LN-03123,BR002,ARM 7/1,Purchase,Retired,2020-06-05,2035-06-05,2020,Q2-2020,789000.0,5.96,15,LO-657
LN-03124,BR003,Fixed 30-Year,Refinance,Salaried,2018-12-07,2048-12-07,2018,Q4-2018,89000.0,4.81,30,LO-968
LN-03125,BR010,Fixed 15-Year,Purchase,Contract,2018-06-08,2033-06-08,2018,Q2-2018,837000.0,8.16,15,LO-973
LN-03126,BR014,ARM 7/1,Refinance,Salaried,2018-05-16,2033-05-16,2018,Q2-2018,411000.0,6.24,15,LO-997
LN-03127,BR020,Fixed 15-Year,Purchase,Retired,2020-04-01,2035-04-01,2020,Q2-2020,282000.0,4.04,15,LO-409
LN-03128,BR018,Fixed 30-Year,Purchase,Contract,2021-07-31,2051-07-31,2021,Q3-2021,208000.0,3.58,30,LO-162
LN-03129,BR016,Fixed 15-Year,Purchase,Contract,2019-02-13,2034-02-13,2019,Q1-2019,630000.0,5.92,15,LO-160
LN-03130,BR003,Fixed 30-Year,Refinance,Salaried,2018-12-20,2048-12-20,2018,Q4-2018,474000.0,7.95,30,LO-308
LN-03131,BR005,ARM 5/1,Home Equity,Retired,2018-03-08,2033-03-08,2018,Q1-2018,160000.0,7.0,15,LO-575
LN-03132,BR001,Fixed 30-Year,Purchase,Salaried,2018-12-28,2048-12-28,2018,Q4-2018,845000.0,6.31,30,LO-235
LN-03133,BR018,Fixed 30-Year,Home Equity,Salaried,2023-06-08,2053-06-08,2023,Q2-2023,598000.0,4.99,30,LO-891
LN-03134,BR020,Fixed 30-Year,Purchase,Retired,2022-02-18,2052-02-18,2022,Q1-2022,438000.0,7.92,30,LO-980
LN-03135,BR014,Fixed 30-Year,Purchase,Contract,2018-11-23,2048-11-23,2018,Q4-2018,139000.0,6.3,30,LO-408
LN-03136,BR020,ARM 7/1,Home Equity,Self-Employed,2024-06-23,2039-06-23,2024,Q2-2024,619000.0,5.33,15,LO-355
LN-03137,BR005,Fixed 30-Year,Purchase,Retired,2020-08-30,2050-08-30,2020,Q3-2020,313000.0,3.51,30,LO-323
LN-03138,BR011,Fixed 30-Year,Purchase,Contract,2020-01-30,2050-01-30,2020,Q1-2020,569000.0,5.63,30,LO-661
LN-03139,BR009,ARM 5/1,Refinance,Contract,2019-12-20,2034-12-20,2019,Q4-2019,356000.0,8.74,15,LO-857
LN-03140,BR010,ARM 5/1,Purchase,Salaried,2021-03-05,2036-03-05,2021,Q1-2021,82000.0,6.73,15,LO-824
LN-03141,BR015,Fixed 15-Year,Purchase,Retired,2023-11-03,2038-11-03,2023,Q4-2023,570000.0,6.62,15,LO-536
LN-03142,BR013,Fixed 15-Year,Home Equity,Salaried,2020-06-23,2035-06-23,2020,Q2-2020,495000.0,8.65,15,LO-478
LN-03143,BR004,Fixed 15-Year,Purchase,Contract,2022-11-08,2037-11-08,2022,Q4-2022,596000.0,7.27,15,LO-313
LN-03144,BR012,Fixed 30-Year,Purchase,Salaried,2020-01-25,2050-01-25,2020,Q1-2020,494000.0,8.13,30,LO-566
LN-03145,BR005,Fixed 30-Year,Purchase,Retired,2022-07-18,2052-07-18,2022,Q3-2022,189000.0,6.84,30,LO-491
LN-03146,BR001,Fixed 30-Year,Purchase,Self-Employed,2021-01-29,2051-01-29,2021,Q1-2021,624000.0,3.71,30,LO-105
LN-03147,BR013,Fixed 15-Year,Purchase,Contract,2020-01-08,2035-01-08,2020,Q1-2020,864000.0,5.57,15,LO-896
LN-03148,BR004,ARM 5/1,Purchase,Salaried,2022-08-14,2037-08-14,2022,Q3-2022,83000.0,6.76,15,LO-788
LN-03149,BR009,ARM 7/1,Purchase,Salaried,2019-07-10,2034-07-10,2019,Q3-2019,739000.0,3.8,15,LO-583
LN-03150,BR014,Fixed 30-Year,Cash-Out Refinance,Self-Employed,2021-12-09,2051-12-09,2021,Q4-2021,491000.0,3.86,30,LO-243
LN-03151,BR008,Fixed 30-Year,Purchase,Retired,2019-09-27,2049-09-27,2019,Q3-2019,201000.0,4.21,30,LO-582
LN-03152,BR011,ARM 5/1,Purchase,Retired,2021-05-02,2036-05-02,2021,Q2-2021,511000.0,5.22,15,LO-194
LN-03153,BR002,Fixed 15-Year,Purchase,Salaried,2019-04-20,2034-04-20,2019,Q2-2019,534000.0,5.74,15,LO-821
LN-03154,BR004,ARM 7/1,Purchase,Contract,2021-07-11,2036-07-11,2021,Q3-2021,365000.0,3.41,15,LO-249
LN-03155,BR006,ARM 5/1,Refinance,Contract,2018-02-01,2033-02-01,2018,Q1-2018,515000.0,3.97,15,LO-396
LN-03156,BR004,Fixed 15-Year,Refinance,Salaried,2023-06-28,2038-06-28,2023,Q2-2023,848000.0,5.23,15,LO-713
LN-03157,BR015,Fixed 15-Year,Cash-Out Refinance,Salaried,2018-03-12,2033-03-12,2018,Q1-2018,104000.0,8.35,15,LO-407
LN-03158,BR004,Fixed 15-Year,Purchase,Salaried,2021-09-11,2036-09-11,2021,Q3-2021,826000.0,7.17,15,LO-727
LN-03159,BR011,ARM 5/1,Home Equity,Retired,2019-01-27,2034-01-27,2019,Q1-2019,184000.0,7.44,15,LO-394
LN-03160,BR016,Fixed 15-Year,Refinance,Self-Employed,2019-06-12,2034-06-12,2019,Q2-2019,736000.0,4.83,15,LO-187
LN-03161,BR017,Fixed 15-Year,Purchase,Retired,2022-04-29,2037-04-29,2022,Q2-2022,840000.0,4.48,15,LO-609
LN-03162,BR018,Fixed 15-Year,Purchase,Salaried,2020-07-20,2035-07-20,2020,Q3-2020,874000.0,6.96,15,LO-783
LN-03163,BR005,Fixed 30-Year,Purchase,Self-Employed,2022-12-27,2052-12-27,2022,Q4-2022,756000.0,6.66,30,LO-941
LN-03164,BR013,Fixed 15-Year,Purchase,Retired,2024-03-13,2039-03-13,2024,Q1-2024,91000.0,7.73,15,LO-604
LN-03165,BR012,Fixed 15-Year,Refinance,Self-Employed,2024-02-10,2039-02-10,2024,Q1-2024,331000.0,7.47,15,LO-689
LN-03166,BR001,ARM 5/1,Refinance,Retired,2018-07-20,2033-07-20,2018,Q3-2018,574000.0,5.61,15,LO-256
LN-03167,BR017,Fixed 15-Year,Refinance,Contract,2018-10-01,2033-10-01,2018,Q4-2018,525000.0,3.33,15,LO-439
LN-03168,BR014,Fixed 30-Year,Purchase,Salaried,2022-03-01,2052-03-01,2022,Q1-2022,271000.0,7.41,30,LO-184
LN-03169,BR013,Fixed 30-Year,Purchase,Salaried,2020-07-01,2050-07-01,2020,Q3-2020,444000.0,3.76,30,LO-406
LN-03170,BR019,ARM 5/1,Purchase,Self-Employed,2018-03-25,2033-03-25,2018,Q1-2018,128000.0,5.22,15,LO-590
LN-03171,BR013,Fixed 15-Year,Purchase,Retired,2022-06-18,2037-06-18,2022,Q2-2022,212000.0,6.62,15,LO-570
LN-03172,BR016,ARM 5/1,Purchase,Self-Employed,2018-02-07,2033-02-07,2018,Q1-2018,228000.0,7.66,15,LO-346
LN-03173,BR005,ARM 7/1,Refinance,Retired,2018-01-20,2033-01-20,2018,Q1-2018,223000.0,4.91,15,LO-181
LN-03174,BR015,Fixed 15-Year,Purchase,Contract,2021-11-01,2036-11-01,2021,Q4-2021,332000.0,7.21,15,LO-714
LN-03175,BR004,Fixed 30-Year,Purchase,Contract,2018-04-28,2048-04-28,2018,Q2-2018,357000.0,5.77,30,LO-676
LN-03176,BR013,Fixed 30-Year,Purchase,Self-Employed,2018-09-09,2048-09-09,2018,Q3-2018,308000.0,5.28,30,LO-326
LN-03177,BR005,Fixed 15-Year,Purchase,Self-Employed,2022-01-09,2037-01-09,2022,Q1-2022,357000.0,6.55,15,LO-968
LN-03178,BR003,Fixed 30-Year,Purchase,Salaried,2023-11-22,2053-11-22,2023,Q4-2023,521000.0,7.71,30,LO-386
LN-03179,BR001,ARM 7/1,Cash-Out Refinance,Salaried,2020-01-23,2035-01-23,2020,Q1-2020,195000.0,5.64,15,LO-553
LN-03180,BR006,Fixed 30-Year,Cash-Out Refinance,Salaried,2019-07-23,2049-07-23,2019,Q3-2019,322000.0,4.11,30,LO-409
LN-03181,BR003,Fixed 30-Year,Purchase,Self-Employed,2019-05-04,2049-05-04,2019,Q2-2019,524000.0,7.48,30,LO-704
LN-03182,BR006,ARM 5/1,Purchase,Self-Employed,2018-01-21,2033-01-21,2018,Q1-2018,394000.0,4.4,15,LO-939
LN-03183,BR012,ARM 5/1,Refinance,Salaried,2020-08-02,2035-08-02,2020,Q3-2020,876000.0,3.92,15,LO-409
LN-03184,BR018,ARM 5/1,Purchase,Salaried,2019-09-12,2034-09-12,2019,Q3-2019,753000.0,3.29,15,LO-787
