LoanID,LoanStatus,DaysDelinquent,MonthlyPayment,LastPaymentDate,DelinquencyFlag,DefaultFlag,AgingBucket
LN-02301,Current,0,5221.94,2020-06-21,0,0,0-Current
LN-02302,Paid Off,0,2744.7,2025-01-21,0,0,5-Paid Off
LN-02303,Current,0,452.74,2025-02-10,0,0,0-Current
LN-02304,Current,0,5736.4,2023-03-23,0,0,0-Current
LN-02305,Current,0,7647.23,2025-11-26,0,0,0-Current
LN-02306,Current,0,6443.2,2024-11-07,0,0,0-Current
LN-02307,Current,0,1952.72,2021-09-07,0,0,0-Current
LN-02308,60 DPD,70,5547.12,2022-12-24,1,0,2-60 DPD
LN-02309,Current,0,3079.83,2026-06-06,0,0,0-Current
LN-02310,Current,0,1350.75,2025-01-06,0,0,0-Current
LN-02311,Current,0,3411.92,2028-10-22,0,0,0-Current
LN-02312,Current,0,869.36,2019-06-09,0,0,0-Current
LN-02313,Current,0,5035.13,2021-02-22,0,0,0-Current
LN-02314,Current,0,4800.02,2022-05-23,0,0,0-Current
LN-02315,Current,0,3880.44,2029-07-25,0,0,0-Current
LN-02316,30 DPD,35,1097.39,2024-10-21,1,0,1-30 DPD
LN-02317,Current,0,5543.82,2021-03-02,0,0,0-Current
LN-02318,90 DPD,96,3276.44,2023-01-27,1,0,3-90 DPD
LN-02319,Current,0,2502.27,2024-03-26,0,0,0-Current
LN-02320,60 DPD,88,793.97,2026-03-11,1,0,2-60 DPD
LN-02321,Current,0,6776.42,2025-05-25,0,0,0-Current
LN-02322,Current,0,2361.24,2026-12-27,0,0,0-Current
LN-02323,Current,0,6455.17,2021-07-15,0,0,0-Current
LN-02324,Current,0,5250.79,2025-02-25,0,0,0-Current
LN-02325,Default,174,1432.37,2022-09-18,1,1,4-Default
LN-02326,Current,0,3452.33,2023-08-04,0,0,0-Current
LN-02327,90 DPD,103,5669.78,2028-06-28,1,0,3-90 DPD
LN-02328,Current,0,952.99,2025-08-23,0,0,0-Current
LN-02329,Current,0,2366.12,2021-08-02,0,0,0-Current
LN-02330,Current,0,2608.63,2027-04-06,0,0,0-Current
LN-02331,Current,0,887.49,2026-03-12,0,0,0-Current
LN-02332,Current,0,2966.31,2025-11-21,0,0,0-Current
LN-02333,90 DPD,118,4157.68,2023-01-20,1,0,3-90 DPD
LN-02334,Current,0,5470.35,2024-03-05,0,0,0-Current
LN-02335,30 DPD,57,6204.39,2023-06-26,1,0,1-30 DPD
LN-02336,60 DPD,69,1122.19,2026-02-19,1,0,2-60 DPD
LN-02337,Default,128,1948.64,2024-07-21,1,1,4-Default
LN-02338,Current,0,7262.22,2025-07-25,0,0,0-Current
LN-02339,Current,0,3810.62,2025-01-07,0,0,0-Current
LN-02340,Current,0,1739.43,2022-09-24,0,0,0-Current
LN-02341,Current,0,3851.79,2023-05-24,0,0,0-Current
LN-02342,Current,0,2192.28,2019-07-14,0,0,0-Current
LN-02343,Current,0,5905.53,2019-12-04,0,0,0-Current
LN-02344,Current,0,2237.67,2022-12-03,0,0,0-Current
LN-02345,Current,0,6277.07,2023-05-10,0,0,0-Current
LN-02346,Current,0,5762.63,2021-02-14,0,0,0-Current
LN-02347,Current,0,6960.51,2022-06-03,0,0,0-Current
LN-02348,60 DPD,84,625.86,2023-11-11,1,0,2-60 DPD
LN-02349,Current,0,3247.05,2024-12-09,0,0,0-Current
LN-02350,30 DPD,32,777.21,2025-10-15,1,0,1-30 DPD
LN-02351,Current,0,7712.84,2028-08-17,0,0,0-Current
LN-02352,Current,0,787.95,2023-07-15,0,0,0-Current
LN-02353,Current,0,1158.88,2021-06-28,0,0,0-Current
LN-02354,Current,0,4023.93,2020-10-18,0,0,0-Current
LN-02355,60 DPD,66,1784.97,2022-07-07,1,0,2-60 DPD
LN-02356,30 DPD,57,1254.49,2021-11-20,1,0,1-30 DPD
LN-02357,90 DPD,100,591.42,2030-07-19,1,0,3-90 DPD
LN-02358,90 DPD,99,1528.28,2021-04-25,1,0,3-90 DPD
LN-02359,30 DPD,47,821.16,2024-03-03,1,0,1-30 DPD
LN-02360,Current,0,7339.65,2027-04-13,0,0,0-Current
LN-02361,Current,0,5615.63,2022-12-22,0,0,0-Current
LN-02362,Current,0,5966.6,2025-06-28,0,0,0-Current
LN-02363,90 DPD,111,2037.46,2021-09-04,1,0,3-90 DPD
LN-02364,Current,0,5886.51,2024-09-24,0,0,0-Current
LN-02365,Default,354,4988.57,2025-02-02,1,1,4-Default
LN-02366,Current,0,6060.41,2025-07-18,0,0,0-Current
LN-02367,Current,0,2039.14,2028-07-18,0,0,0-Current
LN-02368,Current,0,4219.87,2025-07-08,0,0,0-Current
LN-02369,Current,0,6943.43,2027-09-01,0,0,0-Current
LN-02370,Current,0,4311.87,2024-05-30,0,0,0-Current
LN-02371,Current,0,6175.63,2020-04-23,0,0,0-Current
LN-02372,Current,0,3408.21,2030-05-07,0,0,0-Current
LN-02373,Current,0,800.89,2021-04-11,0,0,0-Current
LN-02374,30 DPD,34,1328.21,2026-02-09,1,0,1-30 DPD
LN-02375,Current,0,6250.26,2023-07-11,0,0,0-Current
LN-02376,Current,0,4963.49,2020-05-01,0,0,0-Current
LN-02377,Current,0,1765.84,2025-11-16,0,0,0-Current
LN-02378,Current,0,4071.77,2028-12-27,0,0,0-Current
LN-02379,Current,0,3707.48,2024-10-10,0,0,0-Current
LN-02380,Current,0,2481.33,2019-07-10,0,0,0-Current
LN-02381,Current,0,5359.84,2019-10-04,0,0,0-Current
LN-02382,Current,0,5376.1,2024-04-19,0,0,0-Current
LN-02383,Current,0,6483.86,2024-03-16,0,0,0-Current
LN-02384,Current,0,5589.16,2023-03-23,0,0,0-Current
LN-02385,Current,0,2975.32,2023-10-09,0,0,0-Current
LN-02386,Current,0,4963.95,2021-06-29,0,0,0-Current
LN-02387,Current,0,3906.07,2024-07-11,0,0,0-Current
LN-02388,60 DPD,69,1283.45,2020-10-13,1,0,2-60 DPD
LN-02389,60 DPD,69,2806.66,2024-08-06,1,0,2-60 DPD
LN-02390,Current,0,3533.87,2025-12-23,0,0,0-Current
LN-02391,Current,0,6723.18,2026-05-08,0,0,0-Current
LN-02392,Current,0,3032.37,2022-08-09,0,0,0-Current
LN-02393,Current,0,3351.93,2024-04-01,0,0,0-Current
LN-02394,Current,0,2990.77,2024-12-30,0,0,0-Current
LN-02395,Current,0,6625.88,2028-05-05,0,0,0-Current
LN-02396,60 DPD,60,1465.3,2019-12-25,1,0,2-60 DPD
LN-02397,Current,0,3400.69,2027-05-13,0,0,0-Current
LN-02398,Current,0,3158.48,2027-03-21,0,0,0-Current
LN-02399,30 DPD,50,4511.65,2021-12-03,1,0,1-30 DPD
LN-02400,Current,0,3779.43,2024-03-12,0,0,0-Current
LN-02401,Current,0,3905.44,2021-07-16,0,0,0-Current
LN-02402,Current,0,683.67,2026-08-10,0,0,0-Current
LN-02403,Current,0,3381.19,2028-03-15,0,0,0-Current
LN-02404,Paid Off,0,3984.65,2025-07-28,0,0,5-Paid Off
LN-02405,Current,0,5221.8,2025-11-04,0,0,0-Current
LN-02406,30 DPD,59,3260.82,2026-07-09,1,0,1-30 DPD
LN-02407,Current,0,5895.85,2022-10-17,0,0,0-Current
LN-02408,Current,0,2744.57,2025-03-03,0,0,0-Current
LN-02409,Current,0,5722.45,2025-10-31,0,0,0-Current
LN-02410,Current,0,3945.22,2028-03-23,0,0,0-Current
LN-02411,Current,0,5684.24,2023-12-27,0,0,0-Current
LN-02412,Current,0,5502.97,2022-04-14,0,0,0-Current
LN-02413,60 DPD,78,7589.9,2030-05-15,1,0,2-60 DPD
LN-02414,Current,0,2594.07,2030-02-22,0,0,0-Current
LN-02415,Current,0,434.47,2020-12-21,0,0,0-Current
LN-02416,30 DPD,54,7303.55,2020-10-02,1,0,1-30 DPD
LN-02417,Current,0,830.11,2025-06-25,0,0,0-Current
LN-02418,Current,0,1367.13,2025-03-02,0,0,0-Current
LN-02419,Current,0,3883.41,2026-02-03,0,0,0-Current
LN-02420,Current,0,1839.12,2026-07-10,0,0,0-Current
LN-02421,60 DPD,61,4267.69,2024-10-22,1,0,2-60 DPD
LN-02422,90 DPD,92,5180.24,2026-03-24,1,0,3-90 DPD
LN-02423,Current,0,4226.11,2026-10-06,0,0,0-Current
LN-02424,Current,0,651.14,2025-04-02,0,0,0-Current
LN-02425,Current,0,1527.05,2027-10-10,0,0,0-Current
LN-02426,Current,0,932.92,2021-12-13,0,0,0-Current
LN-02427,Current,0,1513.41,2024-03-24,0,0,0-Current
LN-02428,Current,0,2336.65,2021-04-04,0,0,0-Current
LN-02429,Current,0,1671.47,2028-04-17,0,0,0-Current
LN-02430,Current,0,2379.69,2022-02-25,0,0,0-Current
LN-02431,Current,0,4402.36,2021-10-02,0,0,0-Current
LN-02432,Current,0,1065.46,2027-03-22,0,0,0-Current
LN-02433,Current,0,5865.66,2023-04-22,0,0,0-Current
LN-02434,Current,0,4834.0,2023-05-17,0,0,0-Current
LN-02435,90 DPD,100,5476.15,2021-11-25,1,0,3-90 DPD
LN-02436,90 DPD,104,3822.54,2024-07-16,1,0,3-90 DPD
LN-02437,Current,0,2865.13,2023-02-19,0,0,0-Current
LN-02438,Current,0,1289.34,2022-09-25,0,0,0-Current
LN-02439,30 DPD,47,2530.3,2025-12-08,1,0,1-30 DPD
LN-02440,Current,0,5204.34,2022-05-26,0,0,0-Current
LN-02441,Current,0,5001.88,2026-09-10,0,0,0-Current
LN-02442,Current,0,6643.86,2026-06-29,0,0,0-Current
LN-02443,Current,0,2003.34,2024-12-15,0,0,0-Current
LN-02444,Current,0,5271.17,2025-02-07,0,0,0-Current
LN-02445,Current,0,4732.28,2024-05-08,0,0,0-Current
LN-02446,Current,0,1254.51,2028-12-28,0,0,0-Current
LN-02447,Current,0,3220.18,2027-06-24,0,0,0-Current
LN-02448,Current,0,2192.85,2024-07-12,0,0,0-Current
LN-02449,Current,0,2244.0,2027-01-18,0,0,0-Current
LN-02450,Current,0,1785.47,2025-12-01,0,0,0-Current
LN-02451,Current,0,4830.6,2024-10-21,0,0,0-Current
LN-02452,Current,0,553.19,2019-01-16,0,0,0-Current
LN-02453,Current,0,3057.0,2027-09-12,0,0,0-Current
LN-02454,30 DPD,58,664.42,2028-12-09,1,0,1-30 DPD
LN-02455,Current,0,3561.39,2030-08-21,0,0,0-Current
LN-02456,Current,0,1823.41,2027-01-19,0,0,0-Current
LN-02457,Current,0,2265.28,2021-02-04,0,0,0-Current
LN-02458,Current,0,4772.0,2028-07-07,0,0,0-Current
LN-02459,Paid Off,0,1743.38,2024-10-30,0,0,5-Paid Off
LN-02460,Current,0,5036.88,2023-01-16,0,0,0-Current
LN-02461,90 DPD,98,3298.27,2021-04-30,1,0,3-90 DPD
LN-02462,30 DPD,56,7106.89,2028-07-27,1,0,1-30 DPD
LN-02463,Current,0,6072.17,2024-11-13,0,0,0-Current
LN-02464,Paid Off,0,5738.34,2023-07-12,0,0,5-Paid Off
LN-02465,Current,0,4821.73,2021-11-12,0,0,0-Current
LN-02466,Current,0,6194.28,2025-07-04,0,0,0-Current
LN-02467,Current,0,1994.74,2027-08-19,0,0,0-Current
LN-02468,Current,0,6981.62,2021-06-05,0,0,0-Current
LN-02469,Current,0,5818.98,2020-10-06,0,0,0-Current
LN-02470,Current,0,3718.32,2026-06-04,0,0,0-Current
LN-02471,Current,0,2948.85,2022-05-24,0,0,0-Current
LN-02472,Current,0,2313.95,2020-01-12,0,0,0-Current
LN-02473,Current,0,1795.85,2024-12-30,0,0,0-Current
LN-02474,Current,0,2215.41,2027-03-22,0,0,0-Current
LN-02475,Current,0,4405.54,2024-09-15,0,0,0-Current
LN-02476,Current,0,4020.44,2024-06-22,0,0,0-Current
LN-02477,30 DPD,53,2906.54,2026-04-22,1,0,1-30 DPD
LN-02478,Current,0,3007.72,2021-11-11,0,0,0-Current
LN-02479,Current,0,1170.59,2022-06-10,0,0,0-Current
LN-02480,Current,0,4558.81,2026-03-07,0,0,0-Current
LN-02481,60 DPD,65,7924.12,2020-09-17,1,0,2-60 DPD
LN-02482,Current,0,1921.4,2024-01-18,0,0,0-Current
LN-02483,Current,0,2320.18,2022-07-28,0,0,0-Current
LN-02484,Current,0,5282.51,2023-04-11,0,0,0-Current
LN-02485,Current,0,2432.41,2020-04-30,0,0,0-Current
LN-02486,60 DPD,62,2011.95,2021-07-09,1,0,2-60 DPD
LN-02487,Current,0,2044.71,2022-07-07,0,0,0-Current
LN-02488,Current,0,3581.38,2021-06-30,0,0,0-Current
LN-02489,Current,0,3431.48,2022-02-18,0,0,0-Current
LN-02490,Current,0,1831.1,2026-04-28,0,0,0-Current
LN-02491,Current,0,541.89,2024-11-22,0,0,0-Current
LN-02492,Current,0,6906.73,2019-11-07,0,0,0-Current
LN-02493,Current,0,3632.75,2022-11-20,0,0,0-Current
LN-02494,Current,0,3340.33,2026-09-22,0,0,0-Current
LN-02495,Current,0,4259.5,2020-08-16,0,0,0-Current
LN-02496,Current,0,2549.72,2025-07-12,0,0,0-Current
LN-02497,60 DPD,63,3614.43,2025-05-07,1,0,2-60 DPD
LN-02498,Current,0,2934.37,2024-09-24,0,0,0-Current
LN-02499,60 DPD,81,4216.63,2025-01-20,1,0,2-60 DPD
LN-02500,Current,0,1160.5,2021-12-03,0,0,0-Current
LN-02501,Current,0,4998.7,2021-04-01,0,0,0-Current
LN-02502,Current,0,4303.43,2021-07-11,0,0,0-Current
LN-02503,Current,0,5290.09,2025-07-14,0,0,0-Current
LN-02504,Current,0,1176.05,2024-05-26,0,0,0-Current
LN-02505,Current,0,1179.07,2021-12-04,0,0,0-Current
LN-02506,Current,0,2447.82,2023-07-23,0,0,0-Current
LN-02507,60 DPD,60,5676.35,2025-07-26,1,0,2-60 DPD
LN-02508,Current,0,4610.54,2024-03-06,0,0,0-Current
LN-02509,Current,0,2577.32,2026-07-10,0,0,0-Current
LN-02510,90 DPD,110,3822.92,2021-03-31,1,0,3-90 DPD
LN-02511,Current,0,3260.4,2027-05-20,0,0,0-Current
LN-02512,Current,0,1804.99,2026-06-07,0,0,0-Current
LN-02513,Current,0,3547.68,2028-02-15,0,0,0-Current
LN-02514,Current,0,1044.52,2026-09-05,0,0,0-Current
LN-02515,Current,0,3929.9,2025-08-12,0,0,0-Current
LN-02516,Current,0,1945.86,2022-01-10,0,0,0-Current
LN-02517,Current,0,1836.9,2025-04-04,0,0,0-Current
LN-02518,Current,0,1100.84,2021-02-14,0,0,0-Current
LN-02519,Current,0,2975.42,2024-02-03,0,0,0-Current
LN-02520,Current,0,2127.28,2022-10-07,0,0,0-Current
LN-02521,Current,0,5171.83,2027-03-21,0,0,0-Current
LN-02522,Current,0,2156.29,2022-04-17,0,0,0-Current
LN-02523,Current,0,4511.85,2028-06-04,0,0,0-Current
LN-02524,Current,0,4622.6,2022-08-16,0,0,0-Current
LN-02525,90 DPD,118,5260.36,2025-10-08,1,0,3-90 DPD
LN-02526,Current,0,1489.05,2023-01-01,0,0,0-Current
LN-02527,Current,0,693.36,2025-10-26,0,0,0-Current
LN-02528,Current,0,7192.84,2025-03-31,0,0,0-Current
LN-02529,Current,0,4976.66,2026-01-07,0,0,0-Current
LN-02530,30 DPD,44,2223.74,2021-02-14,1,0,1-30 DPD
LN-02531,60 DPD,68,3138.0,2021-08-30,1,0,2-60 DPD
LN-02532,Paid Off,0,1943.96,2025-01-26,0,0,5-Paid Off
LN-02533,Current,0,6034.38,2027-06-24,0,0,0-Current
LN-02534,Current,0,6775.72,2029-07-08,0,0,0-Current
LN-02535,90 DPD,99,3169.39,2023-12-25,1,0,3-90 DPD
LN-02536,Current,0,3985.42,2024-04-04,0,0,0-Current
LN-02537,Default,180,3566.79,2020-10-28,1,1,4-Default
LN-02538,Current,0,6430.89,2026-04-19,0,0,0-Current
LN-02539,90 DPD,97,6377.41,2023-02-05,1,0,3-90 DPD
LN-02540,Current,0,1836.87,2029-09-19,0,0,0-Current
LN-02541,Current,0,4181.19,2030-02-17,0,0,0-Current
LN-02542,90 DPD,103,708.61,2024-10-09,1,0,3-90 DPD
LN-02543,Current,0,7347.34,2024-12-31,0,0,0-Current
LN-02544,60 DPD,61,2435.6,2027-08-11,1,0,2-60 DPD
LN-02545,30 DPD,48,3984.14,2027-03-22,1,0,1-30 DPD
LN-02546,Paid Off,0,5607.52,2023-08-01,0,0,5-Paid Off
LN-02547,30 DPD,49,4663.28,2025-06-07,1,0,1-30 DPD
LN-02548,Current,0,5458.12,2022-07-17,0,0,0-Current
LN-02549,Current,0,4195.35,2025-12-05,0,0,0-Current
LN-02550,Current,0,1771.74,2026-04-13,0,0,0-Current
LN-02551,Current,0,2869.49,2021-04-22,0,0,0-Current
LN-02552,Current,0,2368.85,2029-06-21,0,0,0-Current
LN-02553,Current,0,3478.85,2027-10-23,0,0,0-Current
LN-02554,Current,0,4466.43,2023-07-02,0,0,0-Current
LN-02555,30 DPD,56,4018.49,2021-12-25,1,0,1-30 DPD
LN-02556,60 DPD,80,6331.34,2025-02-25,1,0,2-60 DPD
LN-02557,Current,0,2569.13,2024-08-15,0,0,0-Current
LN-02558,Current,0,2667.89,2029-07-01,0,0,0-Current
LN-02559,30 DPD,35,4148.67,2024-03-07,1,0,1-30 DPD
LN-02560,Current,0,5375.06,2026-06-20,0,0,0-Current
LN-02561,Current,0,3472.91,2024-12-20,0,0,0-Current
LN-02562,Current,0,4328.19,2027-06-12,0,0,0-Current
LN-02563,Default,197,4810.03,2022-08-13,1,1,4-Default
LN-02564,Current,0,2697.29,2023-05-23,0,0,0-Current
LN-02565,Current,0,7368.43,2028-01-27,0,0,0-Current
LN-02566,Current,0,2978.97,2023-02-14,0,0,0-Current
LN-02567,Current,0,2469.06,2021-11-12,0,0,0-Current
LN-02568,Current,0,2065.6,2028-04-04,0,0,0-Current
LN-02569,Current,0,3633.1,2020-02-16,0,0,0-Current
LN-02570,Default,133,2528.03,2027-01-11,1,1,4-Default
LN-02571,Current,0,438.31,2026-04-18,0,0,0-Current
LN-02572,Current,0,4356.61,2023-10-23,0,0,0-Current
LN-02573,Current,0,2139.34,2024-10-21,0,0,0-Current
LN-02574,Current,0,6842.21,2026-08-04,0,0,0-Current
LN-02575,30 DPD,41,3871.93,2022-11-02,1,0,1-30 DPD
LN-02576,Current,0,3449.22,2029-06-06,0,0,0-Current
LN-02577,Current,0,4061.2,2022-12-28,0,0,0-Current
LN-02578,30 DPD,47,2976.96,2026-01-26,1,0,1-30 DPD
LN-02579,Current,0,2930.84,2019-07-23,0,0,0-Current
LN-02580,90 DPD,108,4839.34,2019-12-29,1,0,3-90 DPD
LN-02581,Current,0,4590.29,2027-05-27,0,0,0-Current
LN-02582,Paid Off,0,6119.54,2024-10-25,0,0,5-Paid Off
LN-02583,Current,0,2131.58,2022-09-01,0,0,0-Current
LN-02584,Default,159,1930.11,2024-10-16,1,1,4-Default
LN-02585,Current,0,4589.09,2024-06-05,0,0,0-Current
LN-02586,30 DPD,51,7601.03,2026-04-13,1,0,1-30 DPD
LN-02587,Current,0,633.49,2024-09-30,0,0,0-Current
LN-02588,Current,0,3673.59,2024-03-29,0,0,0-Current
LN-02589,Default,191,3668.82,2027-08-15,1,1,4-Default
LN-02590,Current,0,1815.59,2024-06-27,0,0,0-Current
LN-02591,Current,0,4055.27,2022-03-01,0,0,0-Current
LN-02592,Current,0,2350.01,2026-01-25,0,0,0-Current
LN-02593,Current,0,3978.64,2021-05-13,0,0,0-Current
LN-02594,Current,0,3957.92,2023-04-23,0,0,0-Current
LN-02595,Current,0,3809.29,2020-10-26,0,0,0-Current
LN-02596,Current,0,2981.47,2026-04-30,0,0,0-Current
LN-02597,30 DPD,54,3561.91,2025-03-07,1,0,1-30 DPD
LN-02598,Current,0,2370.37,2022-09-11,0,0,0-Current
LN-02599,Current,0,3430.91,2022-02-25,0,0,0-Current
LN-02600,Current,0,4240.43,2021-07-28,0,0,0-Current
LN-02601,Current,0,6438.08,2026-03-26,0,0,0-Current
LN-02602,Current,0,3413.98,2028-03-16,0,0,0-Current
LN-02603,Current,0,4582.15,2028-07-09,0,0,0-Current
LN-02604,Current,0,753.59,2026-03-23,0,0,0-Current
LN-02605,90 DPD,101,5724.81,2025-07-15,1,0,3-90 DPD
LN-02606,Current,0,3067.4,2023-04-22,0,0,0-Current
LN-02607,Current,0,4197.24,2025-06-27,0,0,0-Current
LN-02608,Current,0,852.31,2026-11-14,0,0,0-Current
LN-02609,Current,0,1749.84,2022-11-11,0,0,0-Current
LN-02610,60 DPD,76,2947.11,2024-04-25,1,0,2-60 DPD
LN-02611,Current,0,781.47,2028-01-12,0,0,0-Current
LN-02612,Paid Off,0,4251.12,2026-11-06,0,0,5-Paid Off
LN-02613,Current,0,2210.25,2028-01-18,0,0,0-Current
LN-02614,Current,0,1541.27,2021-09-03,0,0,0-Current
LN-02615,Current,0,8358.38,2023-07-22,0,0,0-Current
LN-02616,30 DPD,57,1981.19,2028-03-28,1,0,1-30 DPD
LN-02617,Current,0,3429.58,2025-03-17,0,0,0-Current
LN-02618,Current,0,1144.04,2024-06-12,0,0,0-Current
LN-02619,Current,0,4325.63,2028-03-08,0,0,0-Current
LN-02620,60 DPD,73,1047.04,2026-05-10,1,0,2-60 DPD
LN-02621,90 DPD,97,5338.54,2027-06-12,1,0,3-90 DPD
LN-02622,Current,0,4721.42,2025-08-04,0,0,0-Current
LN-02623,Default,356,2348.72,2026-07-07,1,1,4-Default
LN-02624,Current,0,1196.87,2026-04-15,0,0,0-Current
LN-02625,Current,0,3853.41,2029-03-15,0,0,0-Current
LN-02626,Current,0,4781.24,2020-04-25,0,0,0-Current
LN-02627,Current,0,4552.56,2021-03-19,0,0,0-Current
LN-02628,Current,0,1617.67,2026-02-21,0,0,0-Current
LN-02629,60 DPD,72,6006.27,2024-05-31,1,0,2-60 DPD
LN-02630,30 DPD,47,3679.11,2029-06-08,1,0,1-30 DPD
LN-02631,Current,0,6988.96,2024-10-13,0,0,0-Current
LN-02632,Current,0,6928.9,2020-08-11,0,0,0-Current
LN-02633,Current,0,2009.64,2023-11-01,0,0,0-Current
LN-02634,Current,0,1428.77,2021-06-18,0,0,0-Current
LN-02635,Current,0,4938.03,2022-01-07,0,0,0-Current
LN-02636,Current,0,5623.53,2023-07-06,0,0,0-Current
LN-02637,Current,0,5297.19,2027-12-15,0,0,0-Current
LN-02638,90 DPD,92,961.9,2024-08-27,1,0,3-90 DPD
LN-02639,Current,0,2373.68,2023-07-24,0,0,0-Current
LN-02640,Default,237,2722.52,2020-11-02,1,1,4-Default
LN-02641,Current,0,4211.68,2020-05-31,0,0,0-Current
LN-02642,Current,0,1277.2,2028-12-23,0,0,0-Current
LN-02643,Current,0,5112.18,2026-11-20,0,0,0-Current
LN-02644,30 DPD,44,921.49,2027-11-15,1,0,1-30 DPD
LN-02645,Current,0,2258.05,2022-09-28,0,0,0-Current
LN-02646,Default,286,843.22,2025-09-11,1,1,4-Default
LN-02647,Current,0,2134.89,2029-05-12,0,0,0-Current
LN-02648,Current,0,1528.37,2028-02-06,0,0,0-Current
LN-02649,Current,0,840.88,2027-06-30,0,0,0-Current
LN-02650,Current,0,783.41,2025-01-31,0,0,0-Current
LN-02651,30 DPD,31,1027.59,2021-02-27,1,0,1-30 DPD
LN-02652,Current,0,6586.9,2021-06-10,0,0,0-Current
LN-02653,30 DPD,35,1877.31,2022-02-24,1,0,1-30 DPD
LN-02654,60 DPD,61,1292.13,2018-08-28,1,0,2-60 DPD
LN-02655,Current,0,1130.3,2024-05-24,0,0,0-Current
LN-02656,90 DPD,108,3525.81,2021-05-07,1,0,3-90 DPD
LN-02657,30 DPD,33,1255.81,2027-11-12,1,0,1-30 DPD
LN-02658,Current,0,990.02,2020-04-23,0,0,0-Current
LN-02659,Current,0,2977.66,2020-06-12,0,0,0-Current
LN-02660,Current,0,5769.19,2024-11-30,0,0,0-Current
LN-02661,Current,0,7103.93,2027-04-23,0,0,0-Current
LN-02662,Current,0,1532.89,2022-06-08,0,0,0-Current
LN-02663,Current,0,2534.29,2025-12-20,0,0,0-Current
LN-02664,Current,0,3666.43,2020-10-16,0,0,0-Current
LN-02665,30 DPD,38,5754.55,2024-09-20,1,0,1-30 DPD
LN-02666,Current,0,6881.93,2022-11-08,0,0,0-Current
LN-02667,90 DPD,106,1524.45,2025-08-04,1,0,3-90 DPD
LN-02668,90 DPD,98,3810.43,2025-10-31,1,0,3-90 DPD
LN-02669,Current,0,2977.21,2024-02-07,0,0,0-Current
LN-02670,Current,0,2600.03,2024-03-05,0,0,0-Current
LN-02671,Current,0,4095.19,2028-02-17,0,0,0-Current
LN-02672,Current,0,3251.44,2022-09-17,0,0,0-Current
LN-02673,Current,0,3691.49,2026-03-23,0,0,0-Current
LN-02674,Current,0,615.48,2024-03-04,0,0,0-Current
LN-02675,Current,0,5048.16,2019-09-22,0,0,0-Current
LN-02676,30 DPD,43,822.73,2026-01-02,1,0,1-30 DPD
LN-02677,Current,0,3044.07,2030-01-12,0,0,0-Current
LN-02678,30 DPD,47,3913.7,2021-12-14,1,0,1-30 DPD
LN-02679,Current,0,4508.02,2023-09-20,0,0,0-Current
LN-02680,Current,0,2479.43,2028-11-11,0,0,0-Current
LN-02681,Current,0,2479.1,2027-12-07,0,0,0-Current
LN-02682,Current,0,2652.51,2023-02-17,0,0,0-Current
LN-02683,Default,273,974.47,2023-11-17,1,1,4-Default
LN-02684,90 DPD,98,2854.88,2027-06-30,1,0,3-90 DPD
LN-02685,Current,0,6856.82,2025-10-11,0,0,0-Current
LN-02686,60 DPD,70,4597.81,2026-02-23,1,0,2-60 DPD
LN-02687,30 DPD,59,7704.39,2024-10-28,1,0,1-30 DPD
LN-02688,Current,0,1930.29,2025-02-10,0,0,0-Current
LN-02689,Current,0,4663.38,2024-12-29,0,0,0-Current
LN-02690,30 DPD,36,717.6,2024-03-10,1,0,1-30 DPD
LN-02691,90 DPD,96,3239.75,2021-12-30,1,0,3-90 DPD
LN-02692,30 DPD,54,679.37,2024-08-22,1,0,1-30 DPD
LN-02693,Current,0,3464.88,2022-06-02,0,0,0-Current
LN-02694,Current,0,8068.01,2026-01-11,0,0,0-Current
LN-02695,Paid Off,0,774.68,2025-04-08,0,0,5-Paid Off
LN-02696,Current,0,1028.31,2024-08-27,0,0,0-Current
LN-02697,Current,0,1692.3,2023-07-14,0,0,0-Current
LN-02698,Current,0,1908.71,2021-06-02,0,0,0-Current
LN-02699,Current,0,7852.79,2021-09-22,0,0,0-Current
LN-02700,Paid Off,0,6577.52,2027-12-08,0,0,5-Paid Off
LN-02701,30 DPD,36,2128.49,2025-08-23,1,0,1-30 DPD
LN-02702,30 DPD,34,4120.82,2028-06-18,1,0,1-30 DPD
LN-02703,30 DPD,54,1757.95,2023-11-01,1,0,1-30 DPD
LN-02704,Current,0,5988.62,2021-10-19,0,0,0-Current
LN-02705,60 DPD,77,5300.39,2022-03-07,1,0,2-60 DPD
LN-02706,Current,0,2397.46,2019-11-21,0,0,0-Current
LN-02707,30 DPD,32,1482.41,2029-02-28,1,0,1-30 DPD
LN-02708,Current,0,1757.72,2022-04-22,0,0,0-Current
LN-02709,Current,0,2873.91,2030-01-10,0,0,0-Current
LN-02710,Current,0,902.94,2019-12-27,0,0,0-Current
LN-02711,Current,0,2904.32,2022-01-12,0,0,0-Current
LN-02712,Current,0,2185.61,2028-07-17,0,0,0-Current
LN-02713,Current,0,5005.95,2024-08-31,0,0,0-Current
LN-02714,90 DPD,110,3053.86,2023-05-06,1,0,3-90 DPD
LN-02715,Current,0,755.5,2022-12-16,0,0,0-Current
LN-02716,Current,0,4157.94,2025-06-08,0,0,0-Current
LN-02717,60 DPD,60,3367.2,2025-05-27,1,0,2-60 DPD
LN-02718,Current,0,5392.41,2024-02-16,0,0,0-Current
