LoanID,CreditScore,CreditBand,BureauPullDate,PreviousDefaults,TotalExistingDebt,MonthlyIncome,BureauSource
LN-02824,587,Poor (<650),2022-04-16,0,243000.0,8257.0,TransUnion
LN-02825,695,Fair (650-699),2021-03-25,0,93000.0,16156.0,Experian
LN-02826,836,Excellent (750+),2021-09-27,0,124000.0,23143.0,Equifax
LN-02827,799,Excellent (750+),2020-01-16,0,90000.0,5027.0,Experian
LN-02828,695,Fair (650-699),2020-12-05,2,113000.0,27255.0,TransUnion
LN-02829,776,Excellent (750+),2020-03-05,0,94000.0,5997.0,TransUnion
LN-02830,670,Fair (650-699),2021-12-21,0,19000.0,19938.0,Experian
LN-02831,500,Poor (<650),2024-05-04,1,7000.0,8025.0,Equifax
LN-02832,535,Poor (<650),2018-01-26,0,108000.0,26704.0,TransUnion
LN-02833,825,Excellent (750+),2021-06-22,0,223000.0,11801.0,Equifax
LN-02834,678,Fair (650-699),2018-02-14,1,155000.0,20964.0,Equifax
LN-02835,680,Fair (650-699),2018-07-01,1,245000.0,17962.0,Experian
LN-02836,624,Poor (<650),2023-10-19,0,79000.0,14579.0,Equifax
LN-02837,850,Excellent (750+),2023-01-01,0,130000.0,16023.0,TransUnion
LN-02838,830,Excellent (750+),2022-04-27,0,131000.0,27227.0,Experian
LN-02839,850,Excellent (750+),2023-10-22,2,266000.0,20249.0,Experian
LN-02840,687,Fair (650-699),2019-03-12,0,142000.0,16775.0,Experian
LN-02841,723,Good (700-749),2022-04-13,0,145000.0,27375.0,Experian
LN-02842,578,Poor (<650),2018-05-09,0,46000.0,25206.0,Equifax
LN-02843,680,Fair (650-699),2018-04-02,0,50000.0,4346.0,Equifax
LN-02844,606,Poor (<650),2019-04-28,0,19000.0,7637.0,TransUnion
LN-02845,717,Good (700-749),2024-05-15,0,74000.0,17268.0,TransUnion
LN-02846,612,Poor (<650),2022-10-14,0,206000.0,25928.0,TransUnion
LN-02847,652,Fair (650-699),2020-04-09,0,227000.0,12435.0,Experian
LN-02848,633,Poor (<650),2023-08-06,0,73000.0,6129.0,TransUnion
LN-02849,651,Fair (650-699),2021-05-02,2,189000.0,9683.0,Experian
LN-02850,656,Fair (650-699),2024-03-27,1,255000.0,5981.0,Experian
LN-02851,603,Poor (<650),2020-04-04,0,19000.0,23068.0,Equifax
LN-02852,766,Excellent (750+),2018-02-17,0,194000.0,18186.0,Equifax
LN-02853,611,Poor (<650),2023-12-19,0,216000.0,18453.0,TransUnion
LN-02854,717,Good (700-749),2020-03-26,0,258000.0,25366.0,TransUnion
LN-02855,797,Excellent (750+),2022-09-16,0,123000.0,17426.0,TransUnion
LN-02856,658,Fair (650-699),2020-03-26,0,100000.0,21093.0,Equifax
LN-02857,642,Poor (<650),2018-03-11,0,220000.0,7576.0,Experian
LN-02858,681,Fair (650-699),2022-03-29,0,93000.0,22698.0,Experian
LN-02859,794,Excellent (750+),2020-11-17,0,141000.0,23354.0,TransUnion
LN-02860,715,Good (700-749),2020-09-03,0,208000.0,14226.0,Experian
LN-02861,657,Fair (650-699),2023-08-04,0,9000.0,15451.0,Experian
LN-02862,738,Good (700-749),2019-03-14,0,179000.0,26004.0,Experian
LN-02863,500,Poor (<650),2019-07-18,0,79000.0,23999.0,TransUnion
LN-02864,754,Excellent (750+),2023-04-05,0,223000.0,27216.0,Equifax
LN-02865,732,Good (700-749),2023-09-19,0,250000.0,12836.0,Experian
LN-02866,586,Poor (<650),2022-08-06,0,6000.0,7839.0,Equifax
LN-02867,632,Poor (<650),2018-02-20,0,121000.0,13058.0,Equifax
LN-02868,629,Poor (<650),2018-10-27,0,142000.0,19798.0,TransUnion
LN-02869,742,Good (700-749),2022-03-31,0,120000.0,20318.0,TransUnion
LN-02870,798,Excellent (750+),2023-11-21,0,232000.0,9178.0,TransUnion
LN-02871,649,Poor (<650),2019-12-09,1,47000.0,20435.0,Experian
LN-02872,736,Good (700-749),2022-03-29,0,134000.0,9408.0,Experian
LN-02873,550,Poor (<650),2023-05-27,0,174000.0,13712.0,Experian
LN-02874,653,Fair (650-699),2019-07-17,0,263000.0,5088.0,TransUnion
LN-02875,697,Fair (650-699),2019-09-06,0,176000.0,12805.0,TransUnion
LN-02876,627,Poor (<650),2023-01-09,0,138000.0,13220.0,Equifax
LN-02877,625,Poor (<650),2021-03-29,1,176000.0,10386.0,Equifax
LN-02878,646,Poor (<650),2022-09-27,0,217000.0,7145.0,Equifax
LN-02879,723,Good (700-749),2021-02-02,0,137000.0,16198.0,Experian
LN-02880,685,Fair (650-699),2023-09-08,0,124000.0,4770.0,Experian
LN-02881,550,Poor (<650),2021-01-23,0,35000.0,16347.0,TransUnion
LN-02882,550,Poor (<650),2018-05-21,0,52000.0,22462.0,Equifax
LN-02883,651,Fair (650-699),2019-05-19,0,201000.0,18451.0,TransUnion
LN-02884,736,Good (700-749),2019-11-26,0,199000.0,16919.0,TransUnion
LN-02885,550,Poor (<650),2022-07-26,0,214000.0,11797.0,Equifax
LN-02886,660,Fair (650-699),2024-05-01,0,139000.0,7931.0,Equifax
LN-02887,657,Fair (650-699),2019-09-02,0,130000.0,5273.0,Equifax
LN-02888,811,Excellent (750+),2022-06-10,0,123000.0,27524.0,TransUnion
LN-02889,669,Fair (650-699),2022-10-23,0,158000.0,3794.0,Equifax
LN-02890,730,Good (700-749),2020-10-19,0,76000.0,5927.0,Equifax
LN-02891,711,Good (700-749),2018-11-15,0,28000.0,18513.0,TransUnion
LN-02892,550,Poor (<650),2018-07-06,0,90000.0,26508.0,Equifax
LN-02893,761,Excellent (750+),2021-05-19,0,139000.0,3731.0,Equifax
LN-02894,631,Poor (<650),2020-06-03,2,72000.0,16945.0,Experian
LN-02895,740,Good (700-749),2024-01-27,0,108000.0,14943.0,Equifax
LN-02896,850,Excellent (750+),2022-04-01,1,246000.0,13599.0,Equifax
LN-02897,550,Poor (<650),2018-08-01,0,274000.0,25578.0,Equifax
LN-02898,837,Excellent (750+),2022-10-07,0,101000.0,8060.0,TransUnion
LN-02899,677,Fair (650-699),2024-04-29,0,129000.0,17348.0,TransUnion
LN-02900,722,Good (700-749),2023-04-13,0,230000.0,13519.0,Equifax
LN-02901,593,Poor (<650),2023-11-15,0,164000.0,27403.0,TransUnion
LN-02902,666,Fair (650-699),2021-03-06,0,186000.0,22474.0,Experian
LN-02903,654,Fair (650-699),2019-10-08,2,84000.0,23521.0,TransUnion
LN-02904,726,Good (700-749),2019-01-04,0,100000.0,25547.0,Equifax
LN-02905,578,Poor (<650),2021-11-05,0,117000.0,6948.0,TransUnion
LN-02906,760,Excellent (750+),2021-09-01,2,88000.0,23315.0,Experian
LN-02907,666,Fair (650-699),2020-02-01,1,266000.0,16410.0,Experian
LN-02908,609,Poor (<650),2021-02-22,0,141000.0,16996.0,Experian
LN-02909,663,Fair (650-699),2023-11-30,0,133000.0,8612.0,Experian
LN-02910,680,Fair (650-699),2017-12-27,0,235000.0,27593.0,Equifax
LN-02911,657,Fair (650-699),2023-03-22,0,179000.0,10602.0,Experian
LN-02912,728,Good (700-749),2023-12-22,2,279000.0,15047.0,TransUnion
LN-02913,641,Poor (<650),2018-10-14,0,251000.0,14167.0,Equifax
LN-02914,760,Excellent (750+),2019-01-01,0,211000.0,18074.0,TransUnion
LN-02915,754,Excellent (750+),2020-09-29,0,56000.0,6714.0,Equifax
LN-02916,847,Excellent (750+),2021-02-24,0,22000.0,16739.0,Equifax
LN-02917,685,Fair (650-699),2024-01-10,1,76000.0,13726.0,TransUnion
LN-02918,753,Excellent (750+),2019-12-22,0,152000.0,26376.0,TransUnion
LN-02919,707,Good (700-749),2018-05-14,2,72000.0,8685.0,Experian
LN-02920,680,Fair (650-699),2018-02-28,1,277000.0,17583.0,Equifax
LN-02921,642,Poor (<650),2022-03-29,0,195000.0,6792.0,Experian
LN-02922,759,Excellent (750+),2022-08-12,0,211000.0,6237.0,Experian
LN-02923,684,Fair (650-699),2023-08-13,0,56000.0,25994.0,Experian
LN-02924,694,Fair (650-699),2024-03-08,1,275000.0,24917.0,Equifax
LN-02925,707,Good (700-749),2018-12-19,0,221000.0,23519.0,Experian
LN-02926,720,Good (700-749),2019-08-03,1,208000.0,4123.0,TransUnion
LN-02927,690,Fair (650-699),2018-06-13,0,272000.0,13305.0,Equifax
LN-02928,717,Good (700-749),2018-05-03,0,158000.0,14200.0,Equifax
LN-02929,826,Excellent (750+),2023-03-27,0,257000.0,17907.0,Equifax
LN-02930,778,Excellent (750+),2018-08-05,0,45000.0,18409.0,TransUnion
LN-02931,769,Excellent (750+),2018-10-18,0,108000.0,23408.0,Experian
LN-02932,663,Fair (650-699),2022-04-21,0,92000.0,4012.0,TransUnion
LN-02933,628,Poor (<650),2022-02-28,0,206000.0,27436.0,Equifax
LN-02934,776,Excellent (750+),2021-05-01,1,10000.0,18506.0,Experian
LN-02935,770,Excellent (750+),2023-09-19,0,96000.0,16408.0,Equifax
LN-02936,817,Excellent (750+),2022-11-04,0,74000.0,5385.0,Equifax
LN-02937,651,Fair (650-699),2022-10-11,0,237000.0,9850.0,Equifax
LN-02938,681,Fair (650-699),2018-06-03,0,207000.0,19332.0,Equifax
LN-02939,568,Poor (<650),2020-11-27,0,173000.0,13336.0,Experian
LN-02940,557,Poor (<650),2022-01-29,0,123000.0,21394.0,Experian
LN-02941,779,Excellent (750+),2023-12-15,1,215000.0,9219.0,Equifax
LN-02942,662,Fair (650-699),2021-04-04,0,270000.0,14374.0,Experian
LN-02943,751,Excellent (750+),2021-06-30,1,7000.0,15147.0,Equifax
LN-02944,602,Poor (<650),2024-03-26,0,84000.0,21898.0,Equifax
LN-02945,725,Good (700-749),2020-05-08,1,50000.0,26909.0,TransUnion
LN-02946,608,Poor (<650),2022-02-12,0,200000.0,25601.0,TransUnion
LN-02947,706,Good (700-749),2020-07-23,1,110000.0,26149.0,Experian
LN-02948,550,Poor (<650),2022-12-21,1,140000.0,15361.0,Experian
LN-02949,595,Poor (<650),2019-06-07,0,36000.0,6729.0,TransUnion
LN-02950,569,Poor (<650),2017-12-30,0,96000.0,10671.0,Equifax
LN-02951,796,Excellent (750+),2018-07-26,0,6000.0,5273.0,Experian
LN-02952,762,Excellent (750+),2020-04-10,0,260000.0,7969.0,Equifax
LN-02953,737,Good (700-749),2020-12-04,0,50000.0,27038.0,TransUnion
LN-02954,821,Excellent (750+),2023-03-17,0,60000.0,10160.0,Experian
LN-02955,624,Poor (<650),2023-11-02,0,60000.0,18040.0,TransUnion
LN-02956,839,Excellent (750+),2021-09-06,0,162000.0,16960.0,TransUnion
LN-02957,774,Excellent (750+),2020-11-30,0,79000.0,26123.0,Experian
LN-02958,681,Fair (650-699),2020-01-15,0,239000.0,5132.0,Experian
LN-02959,790,Excellent (750+),2018-01-15,0,164000.0,20513.0,Equifax
LN-02960,611,Poor (<650),2020-09-10,2,150000.0,8465.0,Experian
LN-02961,568,Poor (<650),2020-04-17,0,87000.0,11535.0,Equifax
LN-02962,651,Fair (650-699),2021-07-21,0,182000.0,7700.0,TransUnion
LN-02963,657,Fair (650-699),2020-01-08,0,245000.0,3996.0,TransUnion
LN-02964,615,Poor (<650),2023-12-10,2,193000.0,10066.0,Equifax
LN-02965,797,Excellent (750+),2020-10-19,0,248000.0,11560.0,TransUnion
LN-02966,679,Fair (650-699),2023-09-21,1,135000.0,4735.0,TransUnion
LN-02967,728,Good (700-749),2019-08-15,1,254000.0,18427.0,Experian
LN-02968,654,Fair (650-699),2020-12-20,0,189000.0,23960.0,Equifax
LN-02969,554,Poor (<650),2018-09-23,0,233000.0,16324.0,Equifax
LN-02970,721,Good (700-749),2020-09-05,0,160000.0,17795.0,Experian
LN-02971,550,Poor (<650),2019-05-16,0,86000.0,24795.0,Experian
LN-02972,694,Fair (650-699),2023-08-10,0,249000.0,24404.0,Experian
LN-02973,590,Poor (<650),2022-12-09,0,250000.0,8390.0,Equifax
LN-02974,850,Excellent (750+),2019-11-09,0,270000.0,13365.0,Experian
LN-02975,772,Excellent (750+),2021-04-04,2,168000.0,16900.0,Experian
LN-02976,708,Good (700-749),2022-01-21,0,38000.0,4080.0,Equifax
LN-02977,801,Excellent (750+),2022-09-27,0,90000.0,12314.0,Equifax
LN-02978,632,Poor (<650),2021-12-17,2,140000.0,15180.0,TransUnion
LN-02979,743,Good (700-749),2022-12-11,0,146000.0,4429.0,Equifax
LN-02980,715,Good (700-749),2024-05-15,0,227000.0,8957.0,TransUnion
LN-02981,721,Good (700-749),2023-08-13,1,214000.0,14325.0,TransUnion
LN-02982,680,Fair (650-699),2020-04-01,0,150000.0,24919.0,Equifax
LN-02983,758,Excellent (750+),2020-11-08,0,231000.0,12640.0,Equifax
LN-02984,723,Good (700-749),2023-11-30,0,221000.0,21144.0,Experian
LN-02985,567,Poor (<650),2020-07-01,0,54000.0,7064.0,Equifax
LN-02986,623,Poor (<650),2019-10-03,0,248000.0,5707.0,Experian
LN-02987,604,Poor (<650),2023-07-21,0,269000.0,20878.0,TransUnion
LN-02988,631,Poor (<650),2018-09-09,0,254000.0,17576.0,TransUnion
LN-02989,609,Poor (<650),2018-08-16,0,46000.0,11116.0,Equifax
LN-02990,680,Fair (650-699),2020-02-28,0,199000.0,10132.0,Experian
LN-02991,821,Excellent (750+),2023-12-19,0,138000.0,14242.0,Experian
LN-02992,748,Good (700-749),2022-12-01,0,42000.0,26446.0,Equifax
LN-02993,705,Good (700-749),2022-11-29,0,232000.0,17161.0,Experian
LN-02994,683,Fair (650-699),2019-07-02,0,79000.0,15034.0,Equifax
LN-02995,623,Poor (<650),2021-07-02,0,204000.0,18758.0,Equifax
LN-02996,706,Good (700-749),2021-07-30,0,16000.0,16290.0,Equifax
LN-02997,720,Good (700-749),2022-10-10,0,255000.0,23157.0,Equifax
LN-02998,600,Poor (<650),2022-08-07,0,181000.0,21558.0,Experian
LN-02999,726,Good (700-749),2021-08-10,0,153000.0,6204.0,Experian
LN-03000,687,Fair (650-699),2023-03-23,0,123000.0,20046.0,Experian
LN-03001,550,Poor (<650),2022-10-02,0,22000.0,5871.0,Experian
LN-03002,631,Poor (<650),2023-01-13,1,172000.0,6902.0,TransUnion
LN-03003,666,Fair (650-699),2020-12-16,0,28000.0,13501.0,Equifax
LN-03004,850,Excellent (750+),2018-06-25,0,157000.0,18450.0,TransUnion
LN-03005,744,Good (700-749),2020-12-20,0,7000.0,22990.0,Equifax
LN-03006,593,Poor (<650),2023-05-27,0,104000.0,12567.0,Experian
LN-03007,642,Poor (<650),2020-04-26,0,55000.0,22348.0,TransUnion
LN-03008,576,Poor (<650),2021-11-21,0,119000.0,3576.0,Experian
LN-03009,786,Excellent (750+),2024-05-07,0,86000.0,6930.0,TransUnion
LN-03010,662,Fair (650-699),2024-02-13,1,238000.0,17412.0,Equifax
LN-03011,589,Poor (<650),2018-06-10,0,128000.0,25406.0,Equifax
LN-03012,806,Excellent (750+),2021-02-14,0,227000.0,26451.0,TransUnion
LN-03013,537,Poor (<650),2024-03-29,0,228000.0,8987.0,Equifax
LN-03014,588,Poor (<650),2019-03-29,2,49000.0,12193.0,Experian
LN-03015,653,Fair (650-699),2019-09-30,0,141000.0,25848.0,Experian
LN-03016,783,Excellent (750+),2023-09-25,0,198000.0,11707.0,Equifax
LN-03017,578,Poor (<650),2019-11-10,0,199000.0,25115.0,Equifax
LN-03018,550,Poor (<650),2021-02-11,1,66000.0,15953.0,Experian
LN-03019,573,Poor (<650),2022-11-27,1,258000.0,7608.0,Equifax
LN-03020,744,Good (700-749),2018-11-25,0,44000.0,20408.0,TransUnion
LN-03021,796,Excellent (750+),2022-03-28,0,123000.0,21544.0,TransUnion
LN-03022,662,Fair (650-699),2022-09-10,0,167000.0,20596.0,Experian
LN-03023,667,Fair (650-699),2022-12-25,0,243000.0,3600.0,Equifax
LN-03024,792,Excellent (750+),2018-05-10,0,209000.0,5208.0,Equifax
LN-03025,550,Poor (<650),2022-12-18,1,118000.0,23760.0,Experian
LN-03026,668,Fair (650-699),2018-10-04,0,99000.0,20789.0,TransUnion
LN-03027,715,Good (700-749),2024-01-22,0,22000.0,12448.0,Equifax
LN-03028,735,Good (700-749),2018-08-27,1,22000.0,18618.0,TransUnion
LN-03029,659,Fair (650-699),2022-05-05,0,70000.0,7195.0,Experian
LN-03030,610,Poor (<650),2018-03-28,0,93000.0,27165.0,TransUnion
LN-03031,550,Poor (<650),2019-02-20,0,269000.0,4794.0,Experian
LN-03032,647,Poor (<650),2019-01-29,1,258000.0,6493.0,TransUnion
LN-03033,736,Good (700-749),2023-06-07,0,131000.0,17933.0,Equifax
LN-03034,621,Poor (<650),2019-05-28,0,116000.0,18735.0,Experian
LN-03035,620,Poor (<650),2020-06-10,1,266000.0,26032.0,Experian
LN-03036,735,Good (700-749),2021-07-06,0,175000.0,17282.0,Experian
LN-03037,672,Fair (650-699),2020-06-18,0,56000.0,13823.0,TransUnion
LN-03038,713,Good (700-749),2020-07-26,0,234000.0,4331.0,Experian
LN-03039,622,Poor (<650),2021-07-06,0,271000.0,22870.0,TransUnion
LN-03040,683,Fair (650-699),2020-06-14,0,89000.0,21678.0,Equifax
LN-03041,748,Good (700-749),2019-02-09,0,146000.0,8197.0,Experian
LN-03042,616,Poor (<650),2019-02-15,1,108000.0,22879.0,TransUnion
LN-03043,595,Poor (<650),2022-12-02,0,55000.0,14254.0,TransUnion
LN-03044,717,Good (700-749),2022-11-08,1,36000.0,14127.0,TransUnion
LN-03045,680,Fair (650-699),2021-04-30,0,10000.0,27688.0,TransUnion
LN-03046,550,Poor (<650),2024-05-23,0,118000.0,24203.0,Equifax
LN-03047,792,Excellent (750+),2021-04-07,0,233000.0,10748.0,TransUnion
LN-03048,673,Fair (650-699),2023-07-29,0,62000.0,27535.0,Equifax
LN-03049,734,Good (700-749),2019-09-27,0,188000.0,18615.0,Equifax
LN-03050,795,Excellent (750+),2020-04-20,1,136000.0,24149.0,Equifax
LN-03051,500,Poor (<650),2021-05-12,0,77000.0,23622.0,Experian
LN-03052,643,Poor (<650),2022-02-25,0,154000.0,24316.0,Experian
LN-03053,588,Poor (<650),2018-03-18,0,120000.0,12413.0,TransUnion
LN-03054,637,Poor (<650),2022-04-14,0,9000.0,20563.0,Equifax
LN-03055,838,Excellent (750+),2023-06-07,0,88000.0,11448.0,TransUnion
LN-03056,631,Poor (<650),2019-10-24,0,60000.0,15858.0,Equifax
LN-03057,655,Fair (650-699),2019-01-14,1,100000.0,4486.0,TransUnion
LN-03058,716,Good (700-749),2020-10-30,1,23000.0,13463.0,Equifax
LN-03059,603,Poor (<650),2019-05-12,0,176000.0,8939.0,Equifax
LN-03060,668,Fair (650-699),2020-03-20,0,219000.0,23547.0,TransUnion
LN-03061,725,Good (700-749),2018-04-16,0,250000.0,15701.0,TransUnion
LN-03062,673,Fair (650-699),2023-01-15,0,78000.0,5459.0,Equifax
LN-03063,692,Fair (650-699),2021-06-23,1,45000.0,19340.0,Equifax
LN-03064,657,Fair (650-699),2019-05-17,0,90000.0,25287.0,Equifax
LN-03065,578,Poor (<650),2020-04-10,0,59000.0,6832.0,Experian
LN-03066,725,Good (700-749),2018-02-16,1,242000.0,17864.0,Equifax
LN-03067,840,Excellent (750+),2022-07-02,0,276000.0,26184.0,Experian
LN-03068,701,Good (700-749),2018-08-22,0,112000.0,26506.0,TransUnion
LN-03069,718,Good (700-749),2018-07-12,0,96000.0,5045.0,TransUnion
LN-03070,755,Excellent (750+),2021-12-07,0,116000.0,9283.0,Equifax
LN-03071,598,Poor (<650),2023-05-22,0,94000.0,27430.0,Equifax
LN-03072,836,Excellent (750+),2020-05-10,0,166000.0,22746.0,Experian
LN-03073,716,Good (700-749),2020-04-14,0,92000.0,15700.0,Equifax
LN-03074,830,Excellent (750+),2023-04-25,0,231000.0,11778.0,TransUnion
LN-03075,641,Poor (<650),2018-09-14,1,131000.0,9379.0,Experian
LN-03076,845,Excellent (750+),2023-05-04,0,76000.0,4591.0,Experian
LN-03077,762,Excellent (750+),2023-01-23,1,72000.0,25784.0,Equifax
LN-03078,744,Good (700-749),2021-03-19,0,192000.0,21610.0,Equifax
LN-03079,718,Good (700-749),2023-09-06,0,10000.0,17609.0,TransUnion
LN-03080,680,Fair (650-699),2020-09-07,1,72000.0,21418.0,TransUnion
LN-03081,796,Excellent (750+),2022-11-03,0,253000.0,15726.0,Equifax
LN-03082,711,Good (700-749),2018-10-17,1,135000.0,16820.0,Experian
LN-03083,550,Poor (<650),2021-04-29,0,90000.0,12441.0,TransUnion
LN-03084,610,Poor (<650),2019-07-19,0,223000.0,20397.0,Experian
LN-03085,685,Fair (650-699),2020-02-20,0,115000.0,26696.0,Experian
LN-03086,724,Good (700-749),2021-09-06,0,46000.0,22282.0,Equifax
LN-03087,695,Fair (650-699),2021-02-24,0,150000.0,8493.0,Equifax
LN-03088,797,Excellent (750+),2021-06-25,2,270000.0,23080.0,TransUnion
LN-03089,550,Poor (<650),2022-06-12,0,197000.0,26180.0,Experian
LN-03090,711,Good (700-749),2018-05-17,0,118000.0,11752.0,Experian
LN-03091,554,Poor (<650),2022-03-13,0,235000.0,7810.0,Equifax
LN-03092,760,Excellent (750+),2020-04-01,2,120000.0,27329.0,Experian
LN-03093,692,Fair (650-699),2022-01-22,0,39000.0,19130.0,TransUnion
LN-03094,733,Good (700-749),2022-08-02,0,103000.0,16110.0,Experian
LN-03095,630,Poor (<650),2021-04-06,0,180000.0,27382.0,TransUnion
LN-03096,802,Excellent (750+),2020-02-21,0,100000.0,19769.0,TransUnion
LN-03097,783,Excellent (750+),2023-04-08,0,189000.0,5993.0,Experian
LN-03098,746,Good (700-749),2023-03-31,0,203000.0,4356.0,TransUnion
LN-03099,689,Fair (650-699),2022-06-21,0,179000.0,13225.0,Equifax
LN-03100,746,Good (700-749),2019-09-21,0,164000.0,22660.0,Experian
LN-03101,643,Poor (<650),2019-02-23,0,80000.0,11301.0,Experian
LN-03102,768,Excellent (750+),2021-03-03,0,141000.0,17152.0,TransUnion
LN-03103,831,Excellent (750+),2020-04-03,1,262000.0,24489.0,Experian
LN-03104,785,Excellent (750+),2021-03-07,0,46000.0,12578.0,Equifax
LN-03105,641,Poor (<650),2019-09-06,0,11000.0,27937.0,Experian
LN-03106,728,Good (700-749),2021-02-24,0,166000.0,15155.0,Experian
LN-03107,596,Poor (<650),2019-01-30,0,166000.0,4667.0,TransUnion
LN-03108,745,Good (700-749),2024-01-26,0,126000.0,11865.0,Experian
LN-03109,736,Good (700-749),2018-11-10,0,176000.0,10781.0,Equifax
LN-03110,550,Poor (<650),2020-04-22,0,169000.0,24362.0,Experian
LN-03111,607,Poor (<650),2019-01-05,1,30000.0,7524.0,Experian
LN-03112,677,Fair (650-699),2019-07-15,0,42000.0,18364.0,Equifax
LN-03113,675,Fair (650-699),2022-05-27,0,242000.0,17573.0,Equifax
LN-03114,603,Poor (<650),2019-07-21,0,166000.0,25142.0,TransUnion
LN-03115,731,Good (700-749),2020-01-27,0,133000.0,18355.0,Equifax
LN-03116,720,Good (700-749),2018-01-20,0,41000.0,12182.0,Equifax
LN-03117,684,Fair (650-699),2022-04-06,0,243000.0,11514.0,TransUnion
LN-03118,639,Poor (<650),2024-02-15,0,11000.0,5274.0,Equifax
LN-03119,783,Excellent (750+),2019-11-04,0,74000.0,19820.0,TransUnion
LN-03120,832,Excellent (750+),2018-04-25,0,180000.0,4769.0,TransUnion
LN-03121,661,Fair (650-699),2022-08-30,1,73000.0,8698.0,Equifax
LN-03122,651,Fair (650-699),2024-04-16,0,65000.0,13496.0,Experian
LN-03123,666,Fair (650-699),2020-05-09,0,94000.0,12694.0,Experian
LN-03124,671,Fair (650-699),2018-11-16,0,203000.0,3650.0,Experian
LN-03125,688,Fair (650-699),2018-05-18,0,201000.0,12579.0,Equifax
LN-03126,759,Excellent (750+),2018-05-02,0,8000.0,25507.0,TransUnion
LN-03127,500,Poor (<650),2020-03-25,0,140000.0,4563.0,Experian
LN-03128,805,Excellent (750+),2021-07-08,1,189000.0,25921.0,Equifax
LN-03129,705,Good (700-749),2019-01-30,0,210000.0,17119.0,TransUnion
LN-03130,667,Fair (650-699),2018-12-06,0,115000.0,24792.0,Experian
LN-03131,692,Fair (650-699),2018-02-16,0,176000.0,12015.0,TransUnion
LN-03132,696,Fair (650-699),2018-12-03,0,22000.0,11162.0,Experian
LN-03133,561,Poor (<650),2023-05-30,0,126000.0,9720.0,TransUnion
LN-03134,819,Excellent (750+),2022-02-08,0,121000.0,10427.0,Experian
LN-03135,703,Good (700-749),2018-10-31,0,113000.0,20394.0,Experian
LN-03136,735,Good (700-749),2024-06-13,0,124000.0,3925.0,Equifax
LN-03137,776,Excellent (750+),2020-08-15,0,61000.0,21542.0,Equifax
LN-03138,618,Poor (<650),2020-01-13,0,214000.0,3546.0,Experian
LN-03139,737,Good (700-749),2019-11-22,1,14000.0,26145.0,Experian
LN-03140,678,Fair (650-699),2021-02-06,0,73000.0,21098.0,Experian
LN-03141,767,Excellent (750+),2023-10-16,0,14000.0,23320.0,Experian
LN-03142,550,Poor (<650),2020-05-27,0,29000.0,7297.0,Experian
LN-03143,692,Fair (650-699),2022-10-11,0,28000.0,6965.0,Equifax
LN-03144,570,Poor (<650),2020-01-12,1,172000.0,10750.0,TransUnion
LN-03145,734,Good (700-749),2022-07-10,0,156000.0,4845.0,Experian
LN-03146,737,Good (700-749),2020-12-31,0,57000.0,27337.0,Equifax
LN-03147,571,Poor (<650),2019-12-09,0,12000.0,7455.0,Experian
LN-03148,643,Poor (<650),2022-07-18,1,126000.0,11891.0,TransUnion
LN-03149,691,Fair (650-699),2019-06-21,0,149000.0,19064.0,Experian
LN-03150,562,Poor (<650),2021-12-02,0,243000.0,10713.0,TransUnion
LN-03151,767,Excellent (750+),2019-09-06,0,249000.0,26212.0,Equifax
LN-03152,602,Poor (<650),2021-04-14,2,219000.0,14022.0,Experian
LN-03153,500,Poor (<650),2019-04-09,0,57000.0,16688.0,TransUnion
LN-03154,670,Fair (650-699),2021-07-03,0,53000.0,12143.0,Experian
LN-03155,616,Poor (<650),2018-01-11,0,113000.0,24960.0,Equifax
LN-03156,569,Poor (<650),2023-06-02,0,87000.0,14700.0,Equifax
LN-03157,601,Poor (<650),2018-02-14,0,186000.0,10574.0,Experian
LN-03158,708,Good (700-749),2021-09-01,0,194000.0,14383.0,Equifax
LN-03159,806,Excellent (750+),2019-01-14,0,60000.0,19518.0,Experian
LN-03160,725,Good (700-749),2019-06-03,0,73000.0,10620.0,Experian
LN-03161,651,Fair (650-699),2022-04-10,0,81000.0,20513.0,TransUnion
LN-03162,736,Good (700-749),2020-06-26,0,94000.0,10822.0,TransUnion
LN-03163,555,Poor (<650),2022-12-07,0,122000.0,17400.0,Equifax
LN-03164,644,Poor (<650),2024-02-13,0,83000.0,16004.0,Experian
LN-03165,607,Poor (<650),2024-01-19,0,10000.0,20143.0,Equifax
LN-03166,559,Poor (<650),2018-06-21,0,113000.0,6457.0,Experian
LN-03167,668,Fair (650-699),2018-09-18,0,121000.0,21150.0,Equifax
LN-03168,712,Good (700-749),2022-02-07,0,190000.0,12321.0,Equifax
LN-03169,692,Fair (650-699),2020-06-15,0,228000.0,15954.0,Equifax
LN-03170,666,Fair (650-699),2018-03-15,0,166000.0,17471.0,Equifax
LN-03171,624,Poor (<650),2022-05-23,0,261000.0,4873.0,Experian
LN-03172,748,Good (700-749),2018-01-24,1,165000.0,4467.0,TransUnion
LN-03173,594,Poor (<650),2018-01-10,0,13000.0,21115.0,TransUnion
LN-03174,762,Excellent (750+),2021-10-17,0,158000.0,10979.0,Equifax
LN-03175,619,Poor (<650),2018-04-02,0,191000.0,14589.0,Experian
LN-03176,639,Poor (<650),2018-08-31,1,263000.0,14813.0,TransUnion
